,address,historical_description_count,historical_word_count,lat,lng,map_url,name,total_description_count,total_word_count,url,viewport,0
??????,"No. 88, Section 4, Tingzhou Rd, Wenshan District, Taipei City, Taiwan 116",0,0,25.0081215,121.5359759,https://maps.google.com/?cid=3340513739988808821,National Taiwan Normal University Gongguan Campus,275,7105,https://zh.wikipedia.org/wiki/%E5%9C%8B%E7%AB%8B%E8%87%BA%E7%81%A3%E5%B8%AB%E7%AF%84%E5%A4%A7%E5%AD%B8,,0.0
???,"No. 110?, Fuzhong Rd, Banqiao District, New Taipei City, Taiwan 220",0,0,25.0096054,121.4557559,https://maps.google.com/?cid=1350320437904489795,????,54,873,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E5%BA%9C,,0.0
????????,"No. 10, Guanghua St, East District, Tainan City, Taiwan 701",0,0,22.984285,120.2194886,https://maps.google.com/?cid=13404558611423291868,Xunfang Fortress,25,327,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E5%BA%9C%E5%9F%8E%E5%B7%BD%E6%96%B9%E7%A0%B2%E8%87%BA,,0.0
??????,"No. 133, Qingnian Rd, West Central District, Tainan City, Taiwan 700",0,0,22.991988,120.209065,https://maps.google.com/?cid=4361160504095177218,??????,54,926,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E5%BA%9C%E5%9F%8E%E9%9A%8D%E5%BB%9F,,0.0
?????????,"Zhongzheng District, Taipei City, Taiwan 100",0,0,25.04233589999999,121.515065,https://maps.google.com/?cid=6661017631166623062,?????????,44,829,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E5%BB%A3%E6%92%AD%E9%9B%BB%E8%87%BA%E6%94%BE%E9%80%81%E4%BA%AD,,0.0
????,"No. 89, Section 4, Xinyi Rd, Da?an District, Taiwan 106",0,0,25.0335489,121.546747,https://maps.google.com/?cid=11651839493706477746,?????????????????,87,1409,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E5%BB%BA%E7%AF%89,,0.0
????,"No. 1-2, Lane 21, Dabu St, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0322699,121.5051318,https://maps.google.com/?cid=221604611846836887,Miruna???,25,655,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E6%94%9D%E5%BD%B1,,0.0
??????,"900, Taiwan, Pingtung County, Pingtung City, ??????",0,0,22.674285,120.484604,https://maps.google.com/?cid=12543440150978706641,????????,1129,33557,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E6%97%A5%E6%B2%BB%E6%99%82%E6%9C%9F,,0.0
????,"No. 1, Xianfu Rd, Taoyuan District, Taoyuan City, Taiwan 33001",0,0,24.993416,121.301025,https://maps.google.com/?cid=13813769695153633416,Taoyuan City Government,54,1000,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E6%94%BF%E5%BA%9C,,0.0
????,"No. 64, Section 2, Zhinan Rd, Wenshan District, Taipei City, Taiwan 116",0,0,24.987516,121.576074,https://maps.google.com/?cid=11424795872273888519,National Chengchi University,464,11688,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E6%94%BF%E6%B2%BB,,0.0
????,"No. 5, Zhongshan S Rd, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0424497,121.5191712,https://maps.google.com/?cid=11306623954657302977,Ministry of Education,253,5498,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E6%95%99%E8%82%B2,,0.0
????,"Section 1, Wenhua Rd, Banqiao District, New Taipei City, Taiwan 220",0,0,25.0167125,121.4635154,"https://maps.google.com/?q=Section+1,+Wenhua+Rd,+Banqiao+District,+New+Taipei+City,+Taiwan+220&ftid=0x3442a819862c55b5:0xa139bb7425d89790","Section 1, Wenhua Road",367,9709,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E6%96%87%E5%8C%96,,0.0
????,"No. 1, Zhongzheng Rd, West Central District, Tainan City, Taiwan 700",0,0,22.992029,120.204628,https://maps.google.com/?cid=4703945390712405577,National Museum of Taiwan Literature (formerly the Office of Tainan Prefecture),503,12709,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E6%96%87%E5%AD%B8,,0.0
?????,"No. 48, Lequn St, West District, Taichung City, Taiwan 403",0,0,24.1392405,120.6725715,https://maps.google.com/?cid=88011967689426993,Taichung Literary Park,537,11909,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E6%96%87%E5%AD%B8%E5%8F%B2,,0.0
????,"900, Taiwan, Pingtung County, Pingtung City, ?????????61?",0,0,22.674764,120.484803,https://maps.google.com/?cid=6515919165975296221,?????,64,1586,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E6%97%8F%E7%BE%A4,,0.0
??????,"Section 1, Zhongxiao W Rd, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.047725,121.51123,https://maps.google.com/?cid=2062181059940055391,????--??(???),116,2907,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%BA%9C%E5%9F%8E%E5%8C%97%E9%96%80,,0.0
?????????,"Wenshan District, Taipei City, Taiwan 116",0,0,24.9989105,121.5555586,https://maps.google.com/?cid=4166236321759437760,??????????,44,260,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%B8%82%E6%96%87%E5%8C%96%E8%B3%87%E7%94%A2,,0.0
????????????,"No. 165, Section 1, Chongqing S Rd, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.03857,121.512976,https://maps.google.com/?cid=14333405600652268015,Taipei First Girls High School,217,4280,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%B8%82%E7%AB%8B%E7%AC%AC%E4%B8%80%E5%A5%B3%E5%AD%90%E9%AB%98%E7%B4%9A%E4%B8%AD%E5%AD%B8,,0.0
??????,"Lianhua, Pingxiang, Jiangxi, China",0,0,27.234284,114.065279,https://maps.google.com/?cid=6074504240639223824,???,32,540,https://zh.wikipedia.org/wiki/%E6%83%9C%E5%AD%97%E5%A1%94,,0.0
?????????????,"No. 82, Guosheng Rd, Anping District, Tainan City, Taiwan 708",0,0,23.0015093,120.1606244,https://maps.google.com/?cid=11177395365903707633,Anping Old Fort,85,2741,https://zh.wikipedia.org/wiki/%E5%AE%89%E5%B9%B3%E5%8F%A4%E5%A0%A1,,0.0
????,"No. 32?, Zhenli St, Tamsui District, New Taipei City, Taiwan 251",0,0,25.17602,121.434485,https://maps.google.com/?cid=11611305780748036471,??????,31,709,https://zh.wikipedia.org/wiki/%E7%89%9B%E6%B4%A5%E5%AD%B8%E5%A0%82,,0.0
????????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,11,132,https://zh.wikipedia.org/wiki/%E4%B8%83%E6%B5%B7%E5%AF%93%E6%89%80,,0.0
????,"Liujiao Township, Chiayi County, Taiwan 615",0,0,23.521833,120.307466,https://maps.google.com/?cid=8057110485121655349,????,15,215,https://zh.wikipedia.org/wiki/%E7%8E%8B%E5%BE%97%E7%A5%BF%E5%A2%93,,0.0
????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,6,176,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E7%B8%BD%E7%9D%A3%E5%BA%9C%E4%BA%A4%E9%80%9A%E5%B1%80%E9%81%9E%E4%BF%A1%E9%83%A8,,0.0
??????,"No. 32?, Zhenli St, Tamsui District, New Taipei City, Taiwan 251",0,0,25.17602,121.434485,https://maps.google.com/?cid=11611305780748036471,??????,31,709,https://zh.wikipedia.org/wiki/%E7%89%9B%E6%B4%A5%E5%AD%B8%E5%A0%82,,0.0
???,"Lambai Island, Liuqiu Township, Pingtung County, Taiwan 929",0,0,22.34,120.37,https://maps.google.com/?q=Lambai+Island&ftid=0x3471ef8b9905a955:0xc695f3e2705e695b,Lambai Island,34,698,https://zh.wikipedia.org/wiki/%E7%90%89%E7%90%83%E5%B6%BC,"{'northeast': {'lng': 120.3860074, 'lat': 22.3503201}, 'southwest': {'lng': 120.3539926, 'lat': 22.3296791}}",0.0
???????,"Da?an District, Taipei City, Taiwan 106",0,0,25.0424145,121.5458313,https://maps.google.com/?cid=9901479540726530471,Liugongzhen Park,173,3671,https://zh.wikipedia.org/wiki/%E7%91%A0%E5%85%AC%E5%9C%B3,,0.0
???????,"Jinhu Township, Kinmen County 891",0,0,24.447693,118.387101,https://maps.google.com/?cid=7416310324214692381,Lu Wang Ceremony Park,50,752,https://zh.wikipedia.org/wiki/%E9%AD%AF%E7%8E%8B%E5%A2%93,,0.0
??????,"No. 53?, Wujiang St, Jincheng Township, Kinmen County 893",0,0,24.4322994,118.3184081,https://maps.google.com/?cid=12426678744691214199,Troops Headquarters,3,130,https://zh.wikipedia.org/wiki/%E6%B8%85%E9%87%91%E9%96%80%E9%8E%AE%E7%B8%BD%E5%85%B5%E7%BD%B2,,0.0
??????,"847, Taiwan, Kaohsiung City, Jiaxian District, ??1165??",0,0,23.154034,120.63885,https://maps.google.com/?cid=11105944230632744466,??????,134,2991,https://zh.wikipedia.org/wiki/%E7%94%B2%E4%BB%99%E9%8E%AE%E6%B5%B7%E8%BB%8D%E5%A2%93,,0.0
????,"542, Taiwan, Nantou County, Caotun Township, ??????30?",0,0,23.9889779,120.6674919,https://maps.google.com/?cid=15696532256575964893,????,21,317,https://zh.wikipedia.org/wiki/%E7%99%BB%E7%80%9B%E6%9B%B8%E9%99%A2,,0.0
??????????????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,6,176,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E7%B8%BD%E7%9D%A3%E5%BA%9C%E4%BA%A4%E9%80%9A%E5%B1%80%E9%81%9E%E4%BF%A1%E9%83%A8,,0.0
?????,"732, Taiwan, ?????????",0,0,23.3392311,120.4731154,https://maps.google.com/?cid=13846709194711922257,???????????,70,1330,https://zh.wikipedia.org/wiki/%E7%99%BD%E6%B2%B3%E5%A4%A7%E4%BB%99%E5%AF%BA,,0.0
?????,"No. 37, Guanghua Rd, Zhongshan District, Keelung City, Taiwan 203",0,0,25.1555565,121.7430452,https://maps.google.com/?cid=4223198854628634269,Baimiweng Fort,36,657,https://zh.wikipedia.org/wiki/%E7%99%BD%E7%B1%B3%E7%94%95%E7%A0%B2%E5%8F%B0,,0.0
????????,"Jinhu Township, Kinmen County 891",0,0,24.447693,118.387101,https://maps.google.com/?cid=7416310324214692381,Lu Wang Ceremony Park,50,752,https://zh.wikipedia.org/wiki/%E9%AD%AF%E7%8E%8B%E5%A2%93,,0.0
???,"Jinhu Township, Kinmen County 891",0,0,24.4570217,118.404337,https://maps.google.com/?cid=6643051661164350696,Tai Wu Shan Scenic Spot,12,180,https://zh.wikipedia.org/wiki/%E5%A4%AA%E6%AD%A6%E5%B1%B1,,0.0
?????,"732, Taiwan, Tainan City, Baihe District, ???1?",0,0,23.3252316,120.4808585,https://maps.google.com/?cid=9581018856302929276,?????,36,667,https://zh.wikipedia.org/wiki/%E7%81%AB%E5%B1%B1%E7%A2%A7%E9%9B%B2%E5%AF%BA,,0.0
????????,"No. 3, Zhongshan S Rd, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.043457,121.51939,https://maps.google.com/?cid=3285119993885812848,?????,180,6500,https://zh.wikipedia.org/wiki/%E6%BF%9F%E5%8D%97%E5%9F%BA%E7%9D%A3%E9%95%B7%E8%80%81%E6%95%99%E6%9C%83,,0.0
????????????,104????????????141?,0,0,25.048495,121.537044,https://maps.google.com/?cid=15283950007861564551,Taipei Municipal Zhongshan Girls High School,212,3229,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%B8%82%E7%AB%8B%E4%B8%AD%E5%B1%B1%E5%A5%B3%E5%AD%90%E9%AB%98%E7%B4%9A%E4%B8%AD%E5%AD%B8,,0.0
?????,"7?, Jieshou Rd, Magong City, Penghu County, Taiwan 880",0,0,23.5674696,119.5621906,https://maps.google.com/?cid=13132655446170862177,?????,31,574,https://zh.wikipedia.org/wiki/%E6%BE%8E%E6%B9%96%E8%A7%80%E9%9F%B3%E4%BA%AD,,0.0
??????,"436, Taiwan, Taichung City, Qingshui District, ????116?3?",0,0,24.2709476,120.57032,https://maps.google.com/?cid=15766774012845736691,??????(????),65,1428,https://zh.wikipedia.org/wiki/%E6%B8%85%E6%B0%B4%E7%A4%BE%E5%8F%A3%E6%A5%8A%E5%AE%85,,0.0
???????,"No. 53?, Wujiang St, Jincheng Township, Kinmen County 893",0,0,24.4322994,118.3184081,https://maps.google.com/?cid=12426678744691214199,Troops Headquarters,3,130,https://zh.wikipedia.org/wiki/%E6%B8%85%E9%87%91%E9%96%80%E9%8E%AE%E7%B8%BD%E5%85%B5%E7%BD%B2,,0.0
?????,"No. 278?, Hukoulao St, Hukou Township, Hsinchu County, Taiwan 303",0,0,24.8770503,121.0585909,https://maps.google.com/?cid=16212351130502723125,?????,33,872,https://zh.wikipedia.org/wiki/%E6%B9%96%E5%8F%A3%E4%B8%89%E5%85%83%E5%AE%AE,,0.0
??????,"880, Taiwan, Penghu County, Magong City, ???29?",0,0,23.5505422,119.611666,https://maps.google.com/?cid=10805745198016727480,??????,13,183,https://zh.wikipedia.org/wiki/%E8%94%A1%E5%BB%B7%E8%98%AD%E9%80%B2%E5%A3%AB%E7%AC%AC,,0.0
???????,"West Central District, Tainan City, Taiwan 700",0,0,22.992526,120.205403,https://maps.google.com/?cid=2821896901913257013,Tangdezhang Memorial Park,125,2390,https://zh.wikipedia.org/wiki/%E6%B9%AF%E5%BE%B7%E7%AB%A0%E7%B4%80%E5%BF%B5%E5%85%AC%E5%9C%92,,0.0
?????,"616, Taiwan, Chiayi County, Xingang Township, 65",0,0,23.5105982,120.3365175,https://maps.google.com/?cid=850794939927133386,????????,49,1075,https://zh.wikipedia.org/wiki/%E6%BA%AA%E5%8C%97%E5%85%AD%E8%88%88%E5%AE%AE,,0.0
?????,"No. 6, Maxie St, Tamsui District, New Taipei City, Taiwan 251",0,0,25.171802,121.438562,https://maps.google.com/?cid=7254650092375917706,Huwei Mackay Hospital,26,363,https://zh.wikipedia.org/wiki/%E6%BB%AC%E5%B0%BE%E5%81%95%E9%86%AB%E9%A4%A8,,0.0
????,"Tamsui District, New Taipei City, Taiwan 251",0,0,25.1839578,121.4271005,https://maps.google.com/?cid=5945756193377848321,Huweipaotai Park,43,1183,https://zh.wikipedia.org/wiki/%E6%BB%AC%E5%B0%BE%E7%A0%B2%E5%8F%B0,,0.0
????,"Tamsui District, New Taipei City, Taiwan 251",0,0,25.1839578,121.4271005,https://maps.google.com/?cid=5945756193377848321,Huweipaotai Park,43,1183,https://zh.wikipedia.org/wiki/%E6%BB%AC%E5%B0%BE%E7%A0%B2%E5%8F%B0,,0.0
?????,"881, Taiwan, Penghu County, Xiyu Township, 195?",0,0,23.562595,119.468527,https://maps.google.com/?cid=5051354893745744924,?????,154,2433,https://zh.wikipedia.org/wiki/%E6%BC%81%E7%BF%81%E5%B3%B6%E7%87%88%E5%A1%94,,0.0
?????,"Jinhu Township, Kinmen County 891",0,0,24.447693,118.387101,https://maps.google.com/?cid=7416310324214692381,Lu Wang Ceremony Park,50,752,https://zh.wikipedia.org/wiki/%E9%AD%AF%E7%8E%8B%E5%A2%93,,0.0
????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,6,176,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E7%B8%BD%E7%9D%A3%E5%BA%9C%E4%BA%A4%E9%80%9A%E5%B1%80%E9%81%9E%E4%BF%A1%E9%83%A8,,0.0
??,"Penghu County, Taiwan",0,0,23.5711899,119.5793157,"https://maps.google.com/?q=Penghu+County,+Taiwan&ftid=0x346c51373ec4c45d:0xb8e82c8665cfb023",Penghu County,388,4907,https://zh.wikipedia.org/wiki/%E6%BE%8E%E6%B9%96%E7%B8%A3,"{'northeast': {'lng': 119.7269546, 'lat': 23.7757729}, 'southwest': {'lng': 119.4671856, 'lat': 23.4830628}}",0.0
??????,"881, Taiwan, Penghu County, Xiyu Township, 6?",0,0,23.6048549,119.519996,https://maps.google.com/?cid=9520585117485302295,????,34,522,https://zh.wikipedia.org/wiki/%E6%BE%8E%E6%B9%96%E4%BA%8C%E5%B4%81%E9%99%B3%E5%AE%85,,0.0
?????,"880, Taiwan, Penghu County, Magong City, ???1?",0,0,23.564694,119.564039,https://maps.google.com/?cid=8689713124882381801,?????,95,1814,https://zh.wikipedia.org/wiki/%E6%BE%8E%E6%B9%96%E5%A4%A9%E5%90%8E%E5%AE%AE,,0.0
???,"Penghu County, Taiwan",0,0,23.5711899,119.5793157,"https://maps.google.com/?q=Penghu+County,+Taiwan&ftid=0x346c51373ec4c45d:0xb8e82c8665cfb023",Penghu County,388,4907,https://zh.wikipedia.org/wiki/%E6%BE%8E%E6%B9%96%E7%B8%A3,"{'northeast': {'lng': 119.7269546, 'lat': 23.7757729}, 'southwest': {'lng': 119.4671856, 'lat': 23.4830628}}",0.0
?????,"Penghu County, Taiwan",0,0,23.5711899,119.5793157,"https://maps.google.com/?q=Penghu+County,+Taiwan&ftid=0x346c51373ec4c45d:0xb8e82c8665cfb023",Penghu County,176,3989,https://zh.wikipedia.org/wiki/%E6%BE%8E%E6%B9%96%E7%B8%A3%E6%AD%B7%E5%8F%B2,"{'northeast': {'lng': 119.7269546, 'lat': 23.7757729}, 'southwest': {'lng': 119.4671856, 'lat': 23.4830628}}",0.0
??????,"No. 140?, Wenchang St, Nantou City, Nantou County, Taiwan 540",0,0,23.9073055,120.6846473,https://maps.google.com/?cid=967205625290229473,Lam Tin College,16,155,https://zh.wikipedia.org/wiki/%E6%98%8E%E6%96%B0%E6%9B%B8%E9%99%A2,,0.0
????,"Bitandiao Bridge, Xindian District, New Taipei City, Taiwan 231",0,0,24.9563043,121.5354012,"https://maps.google.com/?q=Bitandiao+Bridge,+Xindian+District,+New+Taipei+City,+Taiwan+231&ftid=0x34680228350bb1c1:0x1deb5429e458fc25",Bitandiao Bridge,58,1328,https://zh.wikipedia.org/wiki/%E7%A2%A7%E6%BD%AD%E5%90%8A%E6%A9%8B,,0.0
???,"No. 52?, Chenghuang St, Yilan City, Yilan County, Taiwan 260",0,0,24.759407,121.751132,https://maps.google.com/?cid=4181103553188984672,???,11,223,https://zh.wikipedia.org/wiki/%E7%A2%A7%E9%9C%9E%E5%AE%AE,,0.0
????,"432, Taiwan, Taichung City, Dadu District, ?????????60?",0,0,24.1500817,120.539336,https://maps.google.com/?cid=2512934908526429851,Huanghsi Academy,66,2022,https://zh.wikipedia.org/wiki/%E7%A3%BA%E6%BA%AA%E6%9B%B8%E9%99%A2,,0.0
???,"No. 19, Lane 239, Zhonghua Rd, Changhua City, Changhua County, Taiwan 500",0,0,24.07704499999999,120.53839,https://maps.google.com/?cid=1068683784564606760,???,66,1057,https://zh.wikipedia.org/wiki/%E8%81%96%E7%8E%8B%E5%BB%9F,,0.0
???,"No. 36, Lane 405, Xuetian Rd, Wuri District, Taichung City, Taiwan 414",0,0,24.11916399999999,120.606548,https://maps.google.com/?cid=17264998984237915624,???,16,382,https://zh.wikipedia.org/wiki/%E8%81%9A%E5%A5%8E%E5%B1%85,,0.0
??????,"No. 9, Yumen St, Zhongshan District, Taipei City, Taiwan 104",0,0,25.0724881,121.5208683,https://maps.google.com/?cid=17425152235742878499,????,67,1496,https://zh.wikipedia.org/wiki/%E8%87%A8%E6%BF%9F%E8%AD%B7%E5%9C%8B%E7%A6%AA%E5%AF%BA,,0.0
???? (???),"Zhongzheng District, Taipei City, Taiwan 100",0,0,25.034772,121.5115677,https://maps.google.com/?cid=10494048244915032533,????,29,515,https://zh.wikipedia.org/wiki/%E8%87%AA%E7%94%B1%E4%B9%8B%E5%AE%B6_(%E8%87%BA%E5%8C%97%E5%B8%82),,0.0
????,"No. 65, Section 1, Shuangshi Rd, North District, Taichung City, Taiwan 404",0,0,24.144834,120.6844612,https://maps.google.com/?cid=1174973244459044923,Taichung Park,214,4514,https://zh.wikipedia.org/wiki/%E8%87%BA%E4%B8%AD%E5%85%AC%E5%9C%92,,0.0
????,"No. 99, Minquan Rd, West District, Taichung City, Taiwan 403",0,0,24.138558,120.678483,https://maps.google.com/?cid=9916931545951903835,Taichung City Hall,53,841,https://zh.wikipedia.org/wiki/%E8%87%BA%E4%B8%AD%E5%B7%9E%E5%BB%B3,,0.0
???,"Taichung City, Taiwan",0,0,24.1477358,120.6736482,"https://maps.google.com/?q=Taichung+City,+Taiwan&ftid=0x346917dff97922ef:0x87523ee47ea6447f",Taichung City,560,16405,https://zh.wikipedia.org/wiki/%E8%87%BA%E4%B8%AD%E5%B8%82,"{'northeast': {'lng': 121.4509512, 'lat': 24.4416975}, 'southwest': {'lng': 120.4607974, 'lat': 23.9985086}}",0.0
?????,"No. 1, Diantai St, North District, Taichung City, Taiwan 404",0,0,24.1499417,120.6906634,https://maps.google.com/?cid=16770154897070958430,Taichung Broadcasting Bureau,83,2404,https://zh.wikipedia.org/wiki/%E8%87%BA%E4%B8%AD%E5%B8%82%E6%AD%B7%E5%8F%B2,,0.0
????,"No. 1, Section 1, Taiwan Blvd, Central District, Taichung City, Taiwan 400",0,0,24.1369158,120.6851437,https://maps.google.com/?cid=13237464484124624566,Taichung Railway Station,193,2889,https://zh.wikipedia.org/wiki/%E8%87%BA%E4%B8%AD%E8%BB%8A%E7%AB%99,,0.0
??????,"No. 89?, Ningxia Rd, Datong District, Taipei City, Taiwan 103",0,0,25.0593344,121.5150126,https://maps.google.com/?cid=2657679697465967018,???????,39,765,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%8C%97%E8%AD%A6%E5%AF%9F%E7%BD%B2,,0.0
???,"No. 2, Xueyuan Rd, Beitou District, Taipei City, Taiwan 112",0,0,25.133617,121.468879,https://maps.google.com/?cid=7189341181245376953,Taipei City University of Science and Technology,278,7096,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%9F%8E,,0.0
?????,Taiwan,0,0,25.005514,121.671195,https://maps.google.com/?cid=3436527043952046485,???,127,2749,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%AD%94%E5%AD%90%E5%BB%9F,,0.0
???,"Taipei City, Taiwan",0,0,25.0329636,121.5654268,"https://maps.google.com/?q=Taipei+City,+Taiwan&ftid=0x3442ac6b61dbbd8b:0xbcd1baad5c06a482",Taipei City,578,14720,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%B8%82,"{'northeast': {'lng': 121.6659421, 'lat': 25.2103038}, 'southwest': {'lng': 121.4605562, 'lat': 24.9605084}}",0.0
?????,"Taipei City, Taiwan",0,0,25.0329636,121.5654268,"https://maps.google.com/?q=Taipei+City,+Taiwan&ftid=0x3442ac6b61dbbd8b:0xbcd1baad5c06a482",Taipei City,45,988,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%B8%82%E5%BD%B9%E6%89%80,"{'northeast': {'lng': 121.6659421, 'lat': 25.2103038}, 'southwest': {'lng': 121.4605562, 'lat': 24.9605084}}",0.0
???????,"No. 39, Chang'an W Rd, Datong District, Taipei City, Taiwan 103",0,0,25.0507444,121.5189791,https://maps.google.com/?cid=13039973614640808443,Museum of Contemporary Art Taipei,48,1068,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%B8%82%E6%94%BF%E5%BA%9C%E8%88%8A%E5%BB%88,,0.0
???????,"Wenshan District, Taipei City, Taiwan 116",0,0,24.9989105,121.5555586,https://maps.google.com/?cid=4166236321759437760,??????????,44,260,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%B8%82%E6%96%87%E5%8C%96%E8%B3%87%E7%94%A2,,0.0
????,"No. 48?, Lixiong St, Gushan District, Kaohsiung City, Taiwan 804",0,0,22.62158389999999,120.2730686,https://maps.google.com/?cid=11029270520444624329,????,27,405,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E8%8C%B6%E8%97%9D,,0.0
????,"?, No. 64, Guilin Rd, Wanhua District, Taipei City, Taiwan 108",0,0,25.03808859999999,121.5026129,https://maps.google.com/?cid=4054091647362630199,L?os?ng Elementary School,102,1533,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%B8%82%E8%90%AC%E8%8F%AF%E5%8D%80%E8%80%81%E6%9D%BE%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8,,0.0
???,"No. 231?, Section 4, Yanping N Rd, Datong District, Taipei City, Taiwan 103",0,0,25.075548,121.5119359,https://maps.google.com/?cid=3626197644759609396,?????(???),71,1419,https://zh.wikipedia.org/wiki/%E9%99%B3%E6%82%85%E8%A8%98%E7%A5%96%E5%AE%85,,0.0
?????,"Da?an District, Taipei City, Taiwan",0,0,25.0261583,121.5427093,"https://maps.google.com/?q=Da%E2%80%99an+District,+Taipei+City,+Taiwan&ftid=0x3442aa2c1969f84d:0x6ea0b5cbf2d9955d",Da?an District,314,4155,https://zh.wikipedia.org/wiki/%E5%A4%A7%E5%AE%89%E5%8D%80_(%E8%87%BA%E5%8C%97%E5%B8%82),"{'northeast': {'lng': 121.5659695, 'lat': 25.0454177}, 'southwest': {'lng': 121.5217223, 'lat': 25.0071971}}",0.0
?????,"No. 62, Fengming St, Fengshan District, Kaohsiung City, Taiwan 830",0,0,22.627645,120.359307,https://maps.google.com/?cid=2026660577769424681,????,25,619,https://zh.wikipedia.org/wiki/%E6%97%97%E5%BE%8C%E7%A0%B2%E8%87%BA,,0.0
????,"No. 229, Section 2, Yongfu Rd, West Central District, Tainan City, Taiwan 700",0,0,22.99665,120.202293,https://maps.google.com/?cid=12511403035812143910,????,140,3688,https://zh.wikipedia.org/wiki/%E7%A5%80%E5%85%B8%E6%AD%A6%E5%BB%9F,,0.0
???????,"No. 93?, Section 2, Huanhe S Rd, Wanhua District, Taipei City, Taiwan 108",0,0,25.0363299,121.4956279,https://maps.google.com/?cid=3742858520620744349,????,26,798,https://zh.wikipedia.org/wiki/%E5%AD%B8%E6%B5%B7%E6%9B%B8%E9%99%A2,,0.0
???,"No. 163, Section 1, Xing'an Rd, Beitun District, Taichung City, Taiwan 406",0,0,24.1691768,120.6939204,https://maps.google.com/?cid=10422699110839776256,Jishan Gatehouse,17,157,https://zh.wikipedia.org/wiki/%E7%A9%8D%E5%96%84%E6%A8%93,,0.0
?????,"552, Taiwan, Nantou County, Jiji Township, ???4?",0,0,23.827478,120.7996408,https://maps.google.com/?cid=2249014146376152694,Minshi Academy,16,155,https://zh.wikipedia.org/wiki/%E6%98%8E%E6%96%B0%E6%9B%B8%E9%99%A2,,0.0
??????,"302, Taiwan, Hsinchu County, Zhubei City, 302??????????219?38?",0,0,24.842018,120.997726,https://maps.google.com/?cid=16999029375904639880,??????,13,152,https://zh.wikipedia.org/wiki/%E9%87%87%E7%94%B0%E7%A6%8F%E5%9C%B0,,0.0
?????,"350, Taiwan, Miaoli County, Zhunan Township, ???1????7?",0,0,24.6824924,120.8637477,https://maps.google.com/?cid=13316406521311866543,?????,33,577,https://zh.wikipedia.org/wiki/%E7%AB%B9%E5%8D%97%E6%85%88%E8%A3%95%E5%AE%AE,,0.0
