,address,historical_description_count,historical_word_count,lat,lng,map_url,name,total_description_count,total_word_count,url,viewport,0
???,"East District, Hsinchu City, Taiwan 300",0,0,24.8041998,120.9702372,https://maps.google.com/?cid=13983205035332245843,Hsinchu East Gate,91,2493,https://zh.wikipedia.org/wiki/%E7%AB%B9%E5%A1%B9%E5%9F%8E,,0.0
???????,"542, Taiwan, Nantou County, Caotun Township, ??????30?",0,0,23.9889779,120.6674919,https://maps.google.com/?cid=15696532256575964893,????,16,155,https://zh.wikipedia.org/wiki/%E6%98%8E%E6%96%B0%E6%9B%B8%E9%99%A2,,0.0
??????,"No. 192, Section 3, Zhongshan Rd, Luodong Township, Yilan County, Taiwan 265",0,0,24.6749421,121.770236,https://maps.google.com/?cid=2888845225668937792,???,40,1088,https://zh.wikipedia.org/wiki/%E7%BE%85%E6%9D%B1%E9%8E%AE%E5%8B%89%E6%B0%91%E5%A0%82,,0.0
????,"?, No. 116, Dafeng Rd, Shengang District, Taichung City, Taiwan 429",0,0,24.23583319999999,120.6957371,https://maps.google.com/?cid=13360661629888920926,????,56,1820,https://zh.wikipedia.org/wiki/%E7%AD%B1%E9%9B%B2%E5%B1%B1%E8%8E%8A,,0.0
???,"No. 107, Tong'an St, ??????100",0,0,25.021671,121.5204796,https://maps.google.com/?cid=15691519320529249070,Kishu An Forest of Literature,156,2833,https://zh.wikipedia.org/wiki/%E7%B4%80%E5%B7%9E%E5%BA%B5,,0.0
???,"251, Taiwan, New Taipei City, Tamsui District, ???28?1?",0,0,25.17535,121.432941,https://maps.google.com/?cid=17282740888371650269,?????,25,377,https://zh.wikipedia.org/wiki/%E7%B4%85%E6%AF%9B%E5%9F%8E,,0.0
???,"No. 1, Lane 16, Section 3, Xinsheng S Rd, Da?an District, Taipei City, Taiwan 106",0,0,25.02462,121.534306,https://maps.google.com/?cid=5277021442699824452,??? Wistaria Tea House,79,1719,https://zh.wikipedia.org/wiki/%E7%B4%AB%E8%97%A4%E5%BB%AC,,0.0
???,"Lvdao Township, Taitung County, Taiwan 951",0,0,22.6581103,121.4856066,"https://maps.google.com/?q=Lvdao+Township,+Taitung+County,+Taiwan+951&ftid=0x346f8d017ed07a51:0x375f7a2b26627f0f",Lvdao Township,129,2698,https://zh.wikipedia.org/wiki/%E7%B6%A0%E5%B3%B6%E9%84%89,"{'northeast': {'lng': 121.5137009, 'lat': 22.6825065}, 'southwest': {'lng': 121.463886, 'lat': 22.632875}}",0.0
??? (??),"No. 122, Section 1, Chongqing S Rd, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.04,121.511944,https://maps.google.com/?cid=182234988661852153,ROC Presidential Office,158,2960,https://zh.wikipedia.org/wiki/%E7%B8%BD%E7%B5%B1%E5%BA%9C_(%E8%87%BA%E7%81%A3),,0.0
??? (??????),"No. 122, Section 1, Chongqing S Rd, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.04,121.511944,https://maps.google.com/?cid=182234988661852153,ROC Presidential Office,158,2960,https://zh.wikipedia.org/wiki/%E7%B8%BD%E7%B5%B1%E5%BA%9C_(%E8%87%BA%E7%81%A3),,0.0
????,"No. 55, Dazhong S St, West District, Taiwan 403",0,0,24.140447,120.655608,https://maps.google.com/?cid=1844549944262926993,????,123,931,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E8%88%9E%E8%B9%88,,0.0
????,"No. 125, Xingnong Rd, Zhongli District, Taoyuan City, Taiwan 320",0,0,24.9733807,121.2579248,https://maps.google.com/?cid=8921542232969929203,Bank Of Taiwan,243,5259,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E9%8A%80%E8%A1%8C,,0.0
????,"22058, Taiwan, New Taipei City, Banqiao District, ?????59?",0,0,25.006079,121.448832,https://maps.google.com/?cid=4866744166452147618,National Taiwan University of Arts,91,807,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E8%97%9D%E8%A1%93,,0.0
???,Taiwan,0,0,23.793762,120.464454,https://maps.google.com/?cid=5004738602938065373,????,7,148,https://zh.wikipedia.org/wiki/%E8%A5%BF%E8%9E%BA%E6%8C%AF%E6%96%87%E6%9B%B8%E9%99%A2,,0.0
????????,"No. 77?, Section 1, Zhongyang S Rd, Beitou District, Taipei City, Taiwan 112",0,0,25.1313119,121.5013699,https://maps.google.com/?cid=8024123623692081553,????????,23,421,https://zh.wikipedia.org/wiki/%E9%95%B7%E8%80%81%E6%95%99%E6%9C%83%E5%8C%97%E6%8A%95%E6%95%99%E5%A0%82,,0.0
??? (???),"No. 134, Zhonghua Rd, Changhua City, Changhua County, Taiwan 500",0,0,24.0789099,120.540917,https://maps.google.com/?cid=5092907038956918417,???,42,788,https://zh.wikipedia.org/wiki/%E5%BD%B0%E5%8C%96%E9%96%8B%E5%8C%96%E5%AF%BA,,0.0
?????,"No. 12, Ziqiang St, North District, Tainan City, Taiwan 704",0,0,22.9996315,120.2025989,https://maps.google.com/?cid=4778172374573151692,?????,44,738,https://zh.wikipedia.org/wiki/%E9%96%8B%E5%9F%BA%E5%A4%A9%E5%90%8E%E5%AE%AE,,0.0
???????,"No. 114, Xinmei St, West Central District, Tainan City, Taiwan 700",0,0,22.996435,120.200865,https://maps.google.com/?cid=4408906455618349636,????,30,537,https://zh.wikipedia.org/wiki/%E9%96%8B%E5%9F%BA%E6%AD%A6%E5%BB%9F%E5%8E%9F%E6%AD%A3%E6%AE%BF,,0.0
?????,"No. 86, Chikan E St, West Central District, Tainan City, Taiwan 700",0,0,22.9980665,120.2037466,https://maps.google.com/?cid=13841140125638845924,?????,42,931,https://zh.wikipedia.org/wiki/%E9%96%8B%E5%9F%BA%E9%9D%88%E7%A5%90%E5%AE%AE,,0.0
????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,6,176,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E7%B8%BD%E7%9D%A3%E5%BA%9C%E4%BA%A4%E9%80%9A%E5%B1%80%E9%81%9E%E4%BF%A1%E9%83%A8,,0.0
?????,"China, Shanxi Sheng, Xinzhou Shi, Dingxiang Xian, ???",0,0,38.590076,113.109309,https://maps.google.com/?cid=9151949401578621863,?????,303,6849,https://zh.wikipedia.org/wiki/%E9%98%8E%E9%94%A1%E5%B1%B1,,0.0
??????,"No. 140?, Wenchang St, Nantou City, Nantou County, Taiwan 540",0,0,23.9073055,120.6846473,https://maps.google.com/?cid=967205625290229473,Lam Tin College,16,155,https://zh.wikipedia.org/wiki/%E6%98%8E%E6%96%B0%E6%9B%B8%E9%99%A2,,0.0
????,"Pingtung City, Pingtung County, Taiwan 900",0,0,22.6762987,120.4919205,https://maps.google.com/?cid=12993727285960793622,????,13,328,https://zh.wikipedia.org/wiki/%E9%98%BF%E7%8C%B4%E5%9F%8E%E9%96%80,,0.0
?????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,6,176,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E7%B8%BD%E7%9D%A3%E5%BA%9C%E4%BA%A4%E9%80%9A%E5%B1%80%E9%81%9E%E4%BF%A1%E9%83%A8,,0.0
????,"No. 27?, Ningxia Rd, Datong District, Taipei City, Taiwan 106",0,0,25.0555349,121.515835,https://maps.google.com/?cid=17221881249342493417,????,28,766,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%BE%B7%E6%98%9F%E5%A0%82,,0.0
????,"No. 20, Lane 152, Section 2, Yongfu Rd, West Central District, Tainan City, Taiwan 700",0,0,22.9943154,120.2021447,https://maps.google.com/?cid=15366725255457739777,????,16,215,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%BE%B7%E8%81%9A%E5%A0%82,,0.0
?????,"No. 231?, Section 4, Yanping N Rd, Datong District, Taipei City, Taiwan 103",0,0,25.075548,121.5119359,https://maps.google.com/?cid=3626197644759609396,?????(???),71,1419,https://zh.wikipedia.org/wiki/%E9%99%B3%E6%82%85%E8%A8%98%E7%A5%96%E5%AE%85,,0.0
???,"No. 53?, Wujiang St, Jincheng Township, Kinmen County 893",0,0,24.4322994,118.3184081,https://maps.google.com/?cid=12426678744691214199,Troops Headquarters,3,130,https://zh.wikipedia.org/wiki/%E6%B8%85%E9%87%91%E9%96%80%E9%8E%AE%E7%B8%BD%E5%85%B5%E7%BD%B2,,0.0
?????,"Jinhu Township, Kinmen County 891",0,0,24.447693,118.387101,https://maps.google.com/?cid=7416310324214692381,Lu Wang Ceremony Park,50,752,https://zh.wikipedia.org/wiki/%E9%AD%AF%E7%8E%8B%E5%A2%93,,0.0
????,"No. 6?, Lianhai Rd, Gushan District, Kaohsiung City, Taiwan 804",0,0,22.61758390000001,120.2664633,https://maps.google.com/?cid=1171602938818508099,Syongjhen North Gate,59,1273,https://zh.wikipedia.org/wiki/%E9%9B%84%E9%8E%AE%E5%8C%97%E9%96%80,,0.0
?????,"261, Taiwan, New Taipei City, Gongliao District, ???????103??",0,0,24.9884624,121.9250412,https://maps.google.com/?cid=16311627442251682069,?????,34,395,https://zh.wikipedia.org/wiki/%E9%9B%84%E9%8E%AE%E8%A0%BB%E7%85%99%E7%A2%91,,0.0
???????,"No. 10, Zhongshan Rd, Huwei Township, Yunlin County, Taiwan 632",0,0,23.704159,120.436319,https://maps.google.com/?cid=16111004541057323178,Huwei Station,6,102,https://zh.wikipedia.org/wiki/%E8%99%8E%E5%B0%BE%E9%A9%9B,,0.0
?????????,"110, Taiwan, Taipei City, Xinyi District, ????????????48?",0,0,25.046945,121.56313,https://maps.google.com/?cid=5022861519947288067,????,114,3672,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E6%A9%9F%E5%BB%A0,,0.0
???????????????,"?, No. 132????????? Taiwan 106",0,0,25.0299279,121.527847,https://maps.google.com/?cid=17124308006595120649,???????(???????????),16,271,https://zh.wikipedia.org/wiki/%E9%8C%A6%E7%94%BA%E6%97%A5%E5%BC%8F%E5%AE%BF%E8%88%8D%E7%BE%A4,,0.0
?????,"No. 36, Section 2, Zhongyi Rd, West Central District, Tainan City, Taiwan 700",0,0,22.9926163,120.2029271,https://maps.google.com/?cid=9647481570931389663,?????,43,905,https://zh.wikipedia.org/wiki/%E9%84%AD%E6%88%90%E5%8A%9F%E7%A5%96%E5%BB%9F,,0.0
????,Taiwan,0,0,24.120577,120.570127,https://maps.google.com/?cid=15183711573823810158,Zhuifen Station,63,737,https://zh.wikipedia.org/wiki/%E8%BF%BD%E5%88%86%E8%BB%8A%E7%AB%99,,0.0
??? (????),Lienchiang County,0,0,26.160243,119.9516652,https://maps.google.com/?q=Lienchiang+County&ftid=0x3441656962a7abd9:0x25944353eaeed59e,Lienchiang County,435,9309,https://zh.wikipedia.org/wiki/%E9%80%A3%E6%B1%9F%E7%B8%A3_(%E4%B8%AD%E8%8F%AF%E6%B0%91%E5%9C%8B),"{'northeast': {'lng': 119.9738573, 'lat': 26.1753472}, 'southwest': {'lng': 119.9087721, 'lat': 26.1376619}}",0.0
?????,"No. 97?15?, Anping Rd, Anping District, Tainan City, Taiwan 708",0,0,22.998417,120.163908,https://maps.google.com/?cid=8579924045652445885,Anping Customs,33,492,https://zh.wikipedia.org/wiki/%E9%81%8B%E6%B2%B3%E5%8D%9A%E7%89%A9%E9%A4%A8,,0.0
????,"No. 101?, Heqing Rd, Hemei Township, Changhua County, Taiwan 508",0,0,24.111311,120.493924,https://maps.google.com/?cid=11247695434692476467,????,80,1294,https://zh.wikipedia.org/wiki/%E9%81%93%E6%9D%B1%E6%9B%B8%E9%99%A2,,0.0
???????,"893, Kinmen County, Jincheng Township, Section 1, Juguang Rd, ? ? ?? ? ?",0,0,24.431269,118.318646,https://maps.google.com/?cid=12181273397533510208,???????,35,921,https://zh.wikipedia.org/wiki/%E9%82%B1%E8%89%AF%E5%8A%9F%E6%AF%8D%E7%AF%80%E5%AD%9D%E5%9D%8A,,0.0
??????,"No. 19?, Lane 267, Wende Rd, Neihu District, Taipei City, Taiwan 114",0,0,25.0795943,121.5866026,https://maps.google.com/?cid=3621757313022251609,??????,79,1864,https://zh.wikipedia.org/wiki/%E9%83%AD%E5%AD%90%E5%84%80%E7%B4%80%E5%BF%B5%E5%A0%82,,0.0
???,"No. 15?, Denggong Rd, Tamsui District, New Taipei City, Taiwan 251",0,0,25.169252,121.448549,https://maps.google.com/?cid=11859948809437008348,???(????),32,595,https://zh.wikipedia.org/wiki/%E9%84%9E%E5%B1%B1%E5%AF%BA,,0.0
???,"300, Taiwan, Hsinchu City, Xiangshan District, Alley 10, Lane 243, Minghu Rd, 10-1?? ?",0,0,24.788138,120.9705563,https://maps.google.com/?cid=8946962664335116826,????,162,2656,https://zh.wikipedia.org/wiki/%E9%84%AD%E7%94%A8%E9%8C%AB,,0.0
???,Kinmen County,0,0,24.4493726,118.3766352,https://maps.google.com/?q=Kinmen+County&ftid=0x346b306390d98b9d:0xd23521cb169ab683,Kinmen County,423,8809,https://zh.wikipedia.org/wiki/%E9%87%91%E9%96%80%E7%B8%A3,"{'northeast': {'lng': 118.4784468, 'lat': 24.5295396}, 'southwest': {'lng': 118.2114561, 'lat': 24.3852147}}",0.0
????,"300, Taiwan, Hsinchu City, Xiangshan District, Alley 10, Lane 243, Minghu Rd, 10-1?? ?",0,0,24.788138,120.9705563,https://maps.google.com/?cid=8946962664335116826,????,21,320,https://zh.wikipedia.org/wiki/%E9%84%AD%E7%94%A8%E9%8C%AB%E5%A2%93,,0.0
????,"302, Taiwan, Hsinchu County, Zhubei City, 302??????????219?38?",0,0,24.842018,120.997726,https://maps.google.com/?cid=16999029375904639880,??????,13,152,https://zh.wikipedia.org/wiki/%E9%87%87%E7%94%B0%E7%A6%8F%E5%9C%B0,,0.0
?????,"No. 356, Gongyuan Rd, North District, Tainan City, Taiwan 704",0,0,23.0021152,120.2117996,https://maps.google.com/?cid=5696789654824788927,?????,48,918,https://zh.wikipedia.org/wiki/%E9%87%8D%E9%81%93%E5%B4%87%E6%96%87%E5%9D%8A,,0.0
???,"Ruifang District, New Taipei City, Taiwan 224",0,0,25.0861617,121.8385463,https://maps.google.com/?cid=13634360989631468615,?????,31,484,https://zh.wikipedia.org/wiki/%E9%87%91%E5%AD%97%E7%A2%91,,0.0
?????,"No. 6, Zhongzheng Rd, Beipu Township, Hsinchu County, Taiwan 314",0,0,24.70055,121.057668,https://maps.google.com/?cid=428813776995220002,?????,65,1158,https://zh.wikipedia.org/wiki/%E9%87%91%E5%BB%A3%E7%A6%8F%E5%85%AC%E9%A4%A8,,0.0
??,Kinmen County,0,0,24.4493726,118.3766352,https://maps.google.com/?q=Kinmen+County&ftid=0x346b306390d98b9d:0xd23521cb169ab683,Kinmen County,423,8809,https://zh.wikipedia.org/wiki/%E9%87%91%E9%96%80%E7%B8%A3,"{'northeast': {'lng': 118.4784468, 'lat': 24.5295396}, 'southwest': {'lng': 118.2114561, 'lat': 24.3852147}}",0.0
?????,"No. 53?, Wujiang St, Jincheng Township, Kinmen County 893",0,0,24.4322994,118.3184081,https://maps.google.com/?cid=12426678744691214199,Troops Headquarters,3,130,https://zh.wikipedia.org/wiki/%E6%B8%85%E9%87%91%E9%96%80%E9%8E%AE%E7%B8%BD%E5%85%B5%E7%BD%B2,,0.0
???,"No. 88?, Zhongxiao Rd, East District, Chiayi City, Taiwan 600",0,0,23.4788109,120.4546479,https://maps.google.com/?cid=212230432281337933,???,89,1335,https://zh.wikipedia.org/wiki/%E9%9B%99%E5%BF%A0%E5%BB%9F,,0.0
???,"Yunlin County, Taiwan",0,0,23.7092033,120.4313373,"https://maps.google.com/?q=Yunlin+County,+Taiwan&ftid=0x346eba2773c7f341:0x7ae4c47c03d12a95",Yunlin County,217,4802,https://zh.wikipedia.org/wiki/%E9%9B%B2%E6%9E%97%E7%B8%A3,"{'northeast': {'lng': 120.7362057, 'lat': 23.8421452}, 'southwest': {'lng': 120.1329779, 'lat': 23.5050773}}",0.0
???,"No. 212, Section 2, Minzu Rd, West Central District, Tainan City, Taiwan 700",0,0,22.9975217,120.2025823,https://maps.google.com/?cid=17466488504101853084,???,128,2658,https://zh.wikipedia.org/wiki/%E8%B5%A4%E5%B4%81%E6%A8%93,,0.0
????,"41343, Taiwan, Taichung City, Wufeng District, ? ? ? ? ? ? 91 ? ?? ? ? ?? ?? ? ? ?? ??",0,0,24.061127,120.704074,https://maps.google.com/?cid=8029335491963732562,??????,91,1500,https://zh.wikipedia.org/wiki/%E9%9C%A7%E5%B3%B0%E6%9E%97%E5%AE%B6%E5%AE%85%E5%9C%92,,0.0
???????,"No. 276, Zhongshan Rd, Lukang Township, Changhua County, Taiwan 505",0,0,24.056487,120.433676,https://maps.google.com/?cid=3537148464522127812,???????,35,1188,https://zh.wikipedia.org/wiki/%E9%B9%BF%E6%B8%AF%E4%B8%89%E5%B1%B1%E5%9C%8B%E7%8E%8B%E5%BB%9F,,0.0
??????,"No. 2, Qingyun Rd, Lukang Township, Changhua County, Taiwan 505",0,0,24.048868,120.438031,https://maps.google.com/?cid=15888182474483833078,????,45,900,https://zh.wikipedia.org/wiki/%E6%96%87%E9%96%8B%E6%9B%B8%E9%99%A2,,0.0
?????,"No. 366?, Zhongshan Rd, Lukang Township, Changhua County, Taiwan 505",0,0,24.058286,120.4321264,https://maps.google.com/?cid=11044854972662005386,?????,31,818,https://zh.wikipedia.org/wiki/%E9%B9%BF%E6%B8%AF%E5%9F%8E%E9%9A%8D%E5%BB%9F,,0.0
?????,"No. 430, Zhongshan Rd, Lukang Township, Changhua County, Taiwan 505",0,0,24.0593376,120.4313833,https://maps.google.com/?cid=1374261103847850357,?????,105,2379,https://zh.wikipedia.org/wiki/%E9%B9%BF%E6%B8%AF%E5%A4%A9%E5%90%8E%E5%AE%AE,,0.0
?????,"No. 2, Qingyun Rd, Lukang Township, Changhua County, Taiwan 505",0,0,24.048868,120.438031,https://maps.google.com/?cid=15888182474483833078,????,45,900,https://zh.wikipedia.org/wiki/%E6%96%87%E9%96%8B%E6%9B%B8%E9%99%A2,,0.0
?????,"No. 2, Qingyun Rd, Lukang Township, Changhua County, Taiwan 505",0,0,24.048868,120.438031,https://maps.google.com/?cid=15888182474483833078,????,39,879,https://zh.wikipedia.org/wiki/%E9%A4%98%E4%B8%89%E9%A4%A8,,0.0
???,"Lukang Township, Changhua County, Taiwan 505",0,0,24.07551269999999,120.447285,"https://maps.google.com/?q=Lukang+Township,+Changhua+County,+Taiwan+505&ftid=0x346945d13e2357bd:0x1fb8750b6d439cd8",Lukang Township,386,8393,https://zh.wikipedia.org/wiki/%E9%B9%BF%E6%B8%AF%E9%8E%AE,"{'northeast': {'lng': 120.4927835, 'lat': 24.1266222}, 'southwest': {'lng': 120.3644228, 'lat': 24.0401538}}",0.0
?????,"No. 100, Longshan St, Lukang Township, Changhua County, Taiwan 505",0,0,24.050476,120.435582,https://maps.google.com/?cid=14055299305461928090,Longshan Temple in Lugang,59,1074,https://zh.wikipedia.org/wiki/%E9%B9%BF%E6%B8%AF%E9%BE%8D%E5%B1%B1%E5%AF%BA,,0.0
?????,"No. 206, Zhongshan Rd, Mailiao Township, Yunlin County, Taiwan 638",0,0,23.7486277,120.2558788,https://maps.google.com/?cid=5453792844808836126,???????,38,614,https://zh.wikipedia.org/wiki/%E9%BA%A5%E5%AF%AE%E6%8B%B1%E7%AF%84%E5%AE%AE,,0.0
????,"No. 45-14?, Zhongxiao Rd, Madou District, Tainan City, Taiwan 721",0,0,23.185117,120.25583,https://maps.google.com/?cid=7410683428702788716,?????,30,908,https://zh.wikipedia.org/wiki/%E9%BA%BB%E8%B1%86%E7%B3%96%E5%BB%A0,,0.0
??????,"171 Av. de Almeida Ribeiro, Macau",0,0,22.1934079,113.5397022,"https://maps.google.com/?q=171+Av.+de+Almeida+Ribeiro,+Macau&ftid=0x34017aef9b511625:0x939cc3e4c8a923f9",171 Av. de Almeida Ribeiro,54,1131,https://zh.wikipedia.org/wiki/%E5%B8%82%E9%81%93171%E8%99%9F,,0.0
?????,"Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0431309,121.515557,https://maps.google.com/?cid=12291303328056802584,?????,52,1052,https://zh.wikipedia.org/wiki/%E9%BB%83%E6%B0%8F%E7%AF%80%E5%AD%9D%E5%9D%8A,,0.0
??,"No. 53?, Wujiang St, Jincheng Township, Kinmen County 893",0,0,24.4322994,118.3184081,https://maps.google.com/?cid=12426678744691214199,Troops Headquarters,3,130,https://zh.wikipedia.org/wiki/%E6%B8%85%E9%87%91%E9%96%80%E9%8E%AE%E7%B8%BD%E5%85%B5%E7%BD%B2,,0.0
????????,"No. 4?, Lane 76, Section 2, Heping E Rd, Da?an District, Taipei City, Taiwan 106",0,0,25.02422499999999,121.5391529,https://maps.google.com/?cid=16813700273552430559,????????,363,10620,https://zh.wikipedia.org/wiki/%E9%BE%8D%E5%AE%89%E5%9D%A1%E9%BB%83%E5%AE%85%E6%BF%82%E8%AE%93%E5%B1%85,,0.0
???????,"No. 208, Zhongzheng Rd, Taoyuan District, Taoyuan City, Taiwan 330",0,0,24.9946797,121.3110164,https://maps.google.com/?cid=4147780182156509096,Jingfu Temple,49,785,https://zh.wikipedia.org/wiki/%E6%A1%83%E5%9C%92%E6%99%AF%E7%A6%8F%E5%AE%AE,,0.0
?????,"325, Taiwan, Taoyuan City, Longtan District, ????20??",0,0,24.866515,121.2078139,https://maps.google.com/?cid=1949102497321174762,?????,31,769,https://zh.wikipedia.org/wiki/%E9%BE%8D%E6%BD%AD%E8%81%96%E8%B9%9F%E4%BA%AD,,0.0
???????????????,"805, Taiwan, Kaohsiung City, Qijin District, ????",0,0,22.612751,120.263965,https://maps.google.com/?cid=16241952380007608092,Cihou Fort,25,619,https://zh.wikipedia.org/wiki/%E6%97%97%E5%BE%8C%E7%A0%B2%E8%87%BA,,0.0
?????,"No. 7, Zhongshan Rd, Fengshan District, Kaohsiung City, Taiwan 830",0,0,22.620788,120.36202,https://maps.google.com/?cid=1666344148016138627,?????,16,314,https://zh.wikipedia.org/wiki/%E9%B3%B3%E5%B1%B1%E9%BE%8D%E5%B1%B1%E5%AF%BA,,0.0
???????,"813, Taiwan, Kaohsiung City, Zuoying District, ?????????",0,0,22.6750282,120.2907957,https://maps.google.com/?cid=12066885283790178110,?????????,53,806,https://zh.wikipedia.org/wiki/%E9%B3%B3%E5%B1%B1%E7%B8%A3%E8%88%8A%E5%9F%8E%E6%9D%B1%E9%96%80,,0.0
?????,"81347, Taiwan, Kaohsiung City, Zuoying District, ?? ? 158-1 ?",0,0,22.68021,120.290118,https://maps.google.com/?cid=15696468549321562867,?????,118,2656,https://zh.wikipedia.org/wiki/%E9%B3%B3%E5%B1%B1%E7%B8%A3%E8%88%8A%E5%9F%8E,,0.0
????,"504, Taiwan, Changhua County, Xiushui Township, ???4?",0,0,24.06405,120.495658,https://maps.google.com/?cid=611666678712808463,????(????),15,472,https://zh.wikipedia.org/wiki/%E9%A6%AC%E8%88%88%E9%99%B3%E5%AE%85,,0.0
??????,"41343, Taiwan, Taichung City, Wufeng District, ? ? ? ? ? ? 91 ? ?? ? ? ?? ?? ? ? ?? ??",0,0,24.061127,120.704074,https://maps.google.com/?cid=8029335491963732562,??????,91,1500,https://zh.wikipedia.org/wiki/%E9%9C%A7%E5%B3%B0%E6%9E%97%E5%AE%B6%E5%AE%85%E5%9C%92,,0.0
????,"No. 32?, Yinghua St, Taishan District, New Taipei City, Taiwan 243",0,0,25.0437651,121.4234862,https://maps.google.com/?cid=3159080106607667960,????,41,680,https://zh.wikipedia.org/wiki/%E9%A0%82%E6%B3%B0%E5%B1%B1%E5%B7%96,,0.0
???,"No. 8, Lane 143, Section 3, Minquan Rd, West Central District, Tainan City, Taiwan 700",0,0,22.9971131,120.1957301,https://maps.google.com/?cid=9419724145600665873,Wind Temple,48,924,https://zh.wikipedia.org/wiki/%E9%A2%A8%E7%A5%9E%E5%BB%9F,,0.0
???,"No. 2?, Lane 451, Section 1, Zhongshan Rd, Yongjing Township, Changhua County, Taiwan 512",0,0,23.9124034,120.5422147,https://maps.google.com/?cid=16264549334363093269,???,39,879,https://zh.wikipedia.org/wiki/%E9%A4%98%E4%B8%89%E9%A4%A8,,0.0
???? (??),"No. 27?, Alley 2, Lane 347, Section 5, Zhonghua Rd, Xiangshan District, Hsinchu City, Taiwan 300",0,0,24.76312769999999,120.9138743,https://maps.google.com/?cid=7116337164328272558,Xiangshan Station,66,749,https://zh.wikipedia.org/wiki/%E9%A6%99%E5%B1%B1%E8%BB%8A%E7%AB%99_(%E8%87%BA%E7%81%A3),,0.0
?????,"7?, Jieshou Rd, Magong City, Penghu County, Taiwan 880",0,0,23.5674696,119.5621906,https://maps.google.com/?cid=13132655446170862177,?????,31,574,https://zh.wikipedia.org/wiki/%E6%BE%8E%E6%B9%96%E8%A7%80%E9%9F%B3%E4%BA%AD,,0.0
?????????,"880, Taiwan, Penghu County, Magong City, ???29?",0,0,23.5505422,119.611666,https://maps.google.com/?cid=10805745198016727480,??????,13,183,https://zh.wikipedia.org/wiki/%E8%94%A1%E5%BB%B7%E8%98%AD%E9%80%B2%E5%A3%AB%E7%AC%AC,,0.0
???????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,11,132,https://zh.wikipedia.org/wiki/%E4%B8%83%E6%B5%B7%E5%AF%93%E6%89%80,,0.0
???,"Jinhu Township, Kinmen County 891",0,0,24.447693,118.387101,https://maps.google.com/?cid=7416310324214692381,Lu Wang Ceremony Park,50,752,https://zh.wikipedia.org/wiki/%E9%AD%AF%E7%8E%8B%E5%A2%93,,0.0
????????????,"No. 44, Huazhong St, Qishan District, Taiwan 842",0,0,22.8882925,120.4811477,https://maps.google.com/?cid=5570091623846429188,Gaoxiongshiqishanquqishan Elementary School,41,1038,https://zh.wikipedia.org/wiki/%E9%AB%98%E9%9B%84%E5%B8%82%E6%97%97%E5%B1%B1%E5%8D%80%E6%97%97%E5%B1%B1%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8,,0.0
????????????,"No. 623, Zhongzhou 3rd Rd, Qijin District, Taiwan 805",0,0,22.6085393,120.2718278,https://maps.google.com/?cid=15019727604217321279,Gaoxiongshiqijinquqijin Elementary School,37,680,https://zh.wikipedia.org/wiki/%E9%AB%98%E9%9B%84%E5%B8%82%E6%97%97%E6%B4%A5%E5%8D%80%E6%97%97%E6%B4%A5%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8,,0.0
??????,"No. 36, Dengshan St, Gushan District, Kaohsiung City, Taiwan 804",0,0,22.6245599,120.2724183,https://maps.google.com/?cid=3149292236324406702,????????,29,589,https://zh.wikipedia.org/wiki/%E9%AB%98%E9%9B%84%E5%B8%82%E6%AD%A6%E5%BE%B7%E6%AE%BF,,0.0
?????????,"No. 272?, Zhongzheng 4th Rd, Yancheng District, Kaohsiung City, Taiwan 803",0,0,22.62673699999999,120.286883,https://maps.google.com/?cid=7440464235140680198,Kaohsiung Museum of History,28,508,https://zh.wikipedia.org/wiki/%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E6%AD%B7%E5%8F%B2%E5%8D%9A%E7%89%A9%E9%A4%A8,,0.0
????,"80541, Taiwan, Kaohsiung City, Qijin District, ???34?? ?",0,0,22.615447,120.264986,https://maps.google.com/?cid=5389864522390445389,????,96,1122,https://zh.wikipedia.org/wiki/%E9%AB%98%E9%9B%84%E7%87%88%E5%A1%94,,0.0
