,address,historical_description_count,historical_word_count,lat,lng,map_url,name,total_description_count,total_word_count,url,viewport,0
???,"Hualien County, Taiwan",19,1142,23.9871589,121.6015714,"https://maps.google.com/?q=Hualien+County,+Taiwan&ftid=0x3468b3c174281203:0x5ade37c6eafc1d73",Hualien County,456,6118,https://zh.wikipedia.org/wiki/%E8%8A%B1%E8%93%AE%E7%B8%A3,"{'southwest': {'lat': 23.0977982, 'lng': 120.9866267}, 'northeast': {'lat': 24.3705599, 'lng': 121.7714409}}",78.226682189015
??1914????????,"No. 1, Section 1, Bade Rd, Zhongzheng District, Taipei City, Taiwan 100",12,921,25.0441303,121.5293995,https://maps.google.com/?cid=17422499956913495153,Huashan 1914 Creative Park ??1914????????,86,1895,https://zh.wikipedia.org/wiki/%E8%8F%AF%E5%B1%B11914%E6%96%87%E5%8C%96%E5%89%B5%E6%84%8F%E7%94%A2%E6%A5%AD%E5%9C%92%E5%8D%80,,77.74143928263581
????,"No. 18, Zhongzheng Rd, Pingtung City, Pingtung County, Taiwan 900",15,925,22.6721669,120.4889697,https://maps.google.com/?cid=9982388408750055322,????,86,2080,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E5%A5%87%E8%B9%9F,,77.7214680389141
???,"Yilan County, Taiwan",26,1142,24.70210729999999,121.7377502,"https://maps.google.com/?q=Yilan+County,+Taiwan&ftid=0x3467e03d6b232f5b:0xcfbb529e13d307ac",Yilan County,597,7881,https://zh.wikipedia.org/wiki/%E5%AE%9C%E8%98%AD%E7%B8%A3,"{'southwest': {'lat': 24.3094447, 'lng': 121.3167219}, 'northeast': {'lat': 24.9884546, 'lng': 121.9659109}}",76.02123995871762
??????,"Difang Rd, Pingtung City, Pingtung County, Taiwan 900",13,843,22.661254,120.439299,https://maps.google.com/?cid=2347117349788002308,??????(?????),57,1432,https://zh.wikipedia.org/wiki/%E4%B8%8B%E6%B7%A1%E6%B0%B4%E6%BA%AA%E9%90%B5%E6%A9%8B,,75.68604660688665
????,"432, Taiwan, Taichung City, Dadu District, ?????????60?",11,881,24.1500817,120.539336,https://maps.google.com/?cid=2512934908526429851,Huanghsi Academy,66,2022,https://zh.wikipedia.org/wiki/%E7%A3%BA%E6%BA%AA%E6%9B%B8%E9%99%A2,,75.58363055948249
?????,"No. 1, Changde St, Zhongzheng District, Taipei City, Taiwan 100",20,874,25.041466,121.517179,https://maps.google.com/?cid=16341203675024949987,National Taiwan University Hospital West Building,113,1482,https://zh.wikipedia.org/wiki/%E5%9C%8B%E7%AB%8B%E8%87%BA%E7%81%A3%E5%A4%A7%E5%AD%B8%E9%86%AB%E5%AD%B8%E9%99%A2,,74.32326160916864
????????,"Museum of Drinking Water, Zhongzheng District, Taipei City, Taiwan 100",8,742,25.013056,121.53,https://maps.google.com/?q=Museum+of+Drinking+Water&ftid=0x3442a9f34a57783f:0x6f09a379ebd904f9,Museum of Drinking Water,33,795,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E6%B0%B4%E9%81%93%E6%B0%B4%E6%BA%90%E5%9C%B0,,73.71116270741204
???????,"Museum of Drinking Water, Zhongzheng District, Taipei City, Taiwan 100",8,742,25.013056,121.53,https://maps.google.com/?q=Museum+of+Drinking+Water&ftid=0x3442a9f34a57783f:0x6f09a379ebd904f9,Museum of Drinking Water,33,795,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E6%B0%B4%E9%81%93%E6%B0%B4%E6%BA%90%E5%9C%B0,,73.71116270741204
????,"106, Taiwan, Taipei City, Da?an District, Section 2, Jinshan S Rd, 189?5?",12,987,25.0282226,121.5264488,https://maps.google.com/?cid=3112503822823529069,Legal Aid Foundation,198,3922,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E6%B3%95%E5%BE%8B,,73.65831252428993
???????,"No. 39, Chang'an W Rd, Datong District, Taipei City, Taiwan 103",14,781,25.0507444,121.5189791,https://maps.google.com/?cid=13039973614640808443,Museum of Contemporary Art Taipei,48,1068,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%B8%82%E6%94%BF%E5%BA%9C%E8%88%8A%E5%BB%88,,73.30740105708351
???????,"No. 39, Chang'an W Rd, Datong District, Taipei City, Taiwan 103",14,781,25.0507444,121.5189791,https://maps.google.com/?cid=13039973614640808443,Museum of Contemporary Art Taipei,48,1068,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%B8%82%E6%94%BF%E5%BA%9C%E8%88%8A%E5%BB%88,,73.30740105708351
???,"Tamsui District, New Taipei City, Taiwan 251",17,1036,25.1719805,121.4433706,"https://maps.google.com/?q=Tamsui+District,+New+Taipei+City,+Taiwan+251&ftid=0x3442b01943f627e5:0xd240799f71d07db2",Tamsui District,338,5149,https://zh.wikipedia.org/wiki/%E6%B7%A1%E6%B0%B4%E5%8D%80,"{'southwest': {'lat': 25.1230129, 'lng': 121.4049893}, 'northeast': {'lat': 25.244373, 'lng': 121.5225508}}",73.27968274640877
????????,"No. 37, Nanhai Rd, Zhongzheng District, Taipei City, Taiwan 100",19,841,25.032068,121.5132,https://maps.google.com/?cid=3869150687541867980,"Council of Agriculture, Executive Yuan",91,1386,https://zh.wikipedia.org/wiki/%E8%A1%8C%E6%94%BF%E9%99%A2%E8%BE%B2%E6%A5%AD%E5%A7%94%E5%93%A1%E6%9C%83,,73.22241922033207
??????,"Section 1, Zhongxiao W Rd, Zhongzheng District, Taipei City, Taiwan 100",17,912,25.047725,121.51123,https://maps.google.com/?cid=2062181059940055391,????--??(???),116,2907,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%BA%9C%E5%9F%8E%E5%8C%97%E9%96%80,,72.98600792300597
??????,"Section 1, Zhongxiao W Rd, Zhongzheng District, Taipei City, Taiwan 100",17,912,25.047725,121.51123,https://maps.google.com/?cid=2062181059940055391,????--??(???),116,2907,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%BA%9C%E5%9F%8E%E5%8C%97%E9%96%80,,72.98600792300597
?????,"No. 289?, Zhongshan Rd, Jiali District, Tainan City, Taiwan 722",17,940,23.1611991,120.1766562,https://maps.google.com/?cid=11368445693560928885,?????,150,3541,https://zh.wikipedia.org/wiki/%E4%BD%B3%E9%87%8C%E9%87%91%E5%94%90%E6%AE%BF,,72.59459435202808
???????,"West Central District, Tainan City, Taiwan 700",14,901,22.992526,120.205403,https://maps.google.com/?cid=2821896901913257013,Tangdezhang Memorial Park,125,2390,https://zh.wikipedia.org/wiki/%E6%B9%AF%E5%BE%B7%E7%AB%A0%E7%B4%80%E5%BF%B5%E5%85%AC%E5%9C%92,,72.57663992349758
?????????????,"100, Taiwan, Taipei City, Zhongzheng District, ???????????1?",15,891,25.039528,121.518858,https://maps.google.com/?cid=18315827671341383548,Museum of Medical Humanities,125,2127,https://zh.wikipedia.org/wiki/%E5%9C%8B%E7%AB%8B%E8%87%BA%E7%81%A3%E5%A4%A7%E5%AD%B8%E9%86%AB%E5%AD%B8%E4%BA%BA%E6%96%87%E5%8D%9A%E7%89%A9%E9%A4%A8,,72.53349169479968
?????,"743, Taiwan, Tainan City, Shanshang District, 178??16??",12,830,23.097119,120.359593,https://maps.google.com/?cid=14987626367089842410,?????,68,1731,https://zh.wikipedia.org/wiki/%E5%8E%9F%E8%87%BA%E5%8D%97%E6%B0%B4%E9%81%93,,72.11397067110708
???,"No. 63, Section 2, Zhongyi Rd, West Central District, Tainan City, Taiwan 700",14,883,22.9917697,120.202461,https://maps.google.com/?cid=14070702676288565355,???,112,2328,https://zh.wikipedia.org/wiki/%E6%9E%97%E7%99%BE%E8%B2%A8,,71.92534958810755
??????,"10048, Taiwan, Taipei City, Zhongshan District, ?? ?? ? ?? ? ?? ?? ?",12,841,25.039063,121.517657,https://maps.google.com/?cid=4233731318414525407,????--??(???),81,1753,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%BA%9C%E5%9F%8E%E6%9D%B1%E9%96%80,,71.90100934967475
??????,"10048, Taiwan, Taipei City, Zhongshan District, ?? ?? ? ?? ? ?? ?? ?",12,841,25.039063,121.517657,https://maps.google.com/?cid=4233731318414525407,????--??(???),81,1753,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%BA%9C%E5%9F%8E%E6%9D%B1%E9%96%80,,71.90100934967475
????,"41343, Taiwan, Taichung City, Wufeng District, ? ? ? ? ? ? 91 ? ?? ? ? ?? ?? ? ? ?? ??",11,831,24.061127,120.704074,https://maps.google.com/?cid=8029335491963732562,??????,91,1500,https://zh.wikipedia.org/wiki/%E9%9C%A7%E5%B3%B0%E6%9E%97%E5%AE%B6%E5%AE%85%E5%9C%92,,71.21061491264437
??????,"41343, Taiwan, Taichung City, Wufeng District, ? ? ? ? ? ? 91 ? ?? ? ? ?? ?? ? ? ?? ??",11,831,24.061127,120.704074,https://maps.google.com/?cid=8029335491963732562,??????,91,1500,https://zh.wikipedia.org/wiki/%E9%9C%A7%E5%B3%B0%E6%9E%97%E5%AE%B6%E5%AE%85%E5%9C%92,,71.21061491264437
??? (???),"No. 51?, Section 1, Wanhe Rd, Nantun District, Taichung City, Taiwan 408",16,859,24.1378631,120.6392543,https://maps.google.com/?cid=7532730456078810917,Wan He Temple,126,2024,https://zh.wikipedia.org/wiki/%E8%90%AC%E5%92%8C%E5%AE%AE_(%E5%8F%B0%E4%B8%AD%E5%B8%82),,70.2861323857214
?????,"No. 470, Zhongshan Rd, Shanhua District, Tainan City, Taiwan 741",16,844,23.1327802,120.2899664,https://maps.google.com/?cid=3962889785321229407,?????,93,2258,https://zh.wikipedia.org/wiki/%E5%96%84%E5%8C%96%E6%85%B6%E5%AE%89%E5%AE%AE,,70.17638780807994
????,"100, Taiwan, Taipei City, Zhongzheng District, ??????",10,744,25.0321,121.5087752,https://maps.google.com/?cid=8019485599562763905,????,39,1209,https://zh.wikipedia.org/wiki/%E6%AC%BD%E5%B7%AE%E8%A1%8C%E8%87%BA,,70.06711809418812
????,"No. 344, Zhongshan Rd, Qingshui District, Taiwan 436",11,969,24.2745031,120.5820933,https://maps.google.com/?cid=10415884022731577007,Renkou Day Care,251,5364,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E4%BA%BA%E5%8F%A3,,69.43992640327518
???,"No. 207, Minsheng Rd, Changhua City, Changhua County, Taiwan 500",13,812,24.079721,120.542706,https://maps.google.com/?cid=17117665560279372516,???,75,1969,https://zh.wikipedia.org/wiki/%E5%85%83%E6%B8%85%E8%A7%80,,69.31160192052897
??????????,"Datong District, Taipei City, Taiwan 103",8,793,25.053852,121.5146319,https://maps.google.com/?cid=11123747866203234336,??????????,78,1442,https://zh.wikipedia.org/wiki/%E5%A4%A7%E7%A8%BB%E5%9F%95%E5%9C%93%E7%92%B0%E9%98%B2%E7%A9%BA%E8%93%84%E6%B0%B4%E6%B1%A0,,68.87067059878476
?????,"Daxi District, Taoyuan City, Taiwan 335",16,833,24.888887,121.2755479,https://maps.google.com/?cid=15154301982465990241,?????,117,2060,https://zh.wikipedia.org/wiki/%E9%BD%8B%E6%98%8E%E5%AF%BA,,68.5084315428089
????,"632, Taiwan, Yunlin County, Huwei Township, ?73-1????????",17,791,23.7002629,120.4374129,https://maps.google.com/?q=%E8%99%8E%E5%B0%BE%E7%B3%96%E5%BB%A0%E9%90%B5%E6%A9%8B&ftid=0x346eb9ffa3aabecb:0x15f88daded51a7b5,??????,82,1748,https://zh.wikipedia.org/wiki/%E8%99%8E%E5%B0%BE%E9%90%B5%E6%A9%8B,,68.05387182929098
????,"Bitandiao Bridge, Xindian District, New Taipei City, Taiwan 231",9,752,24.9563043,121.5354012,"https://maps.google.com/?q=Bitandiao+Bridge,+Xindian+District,+New+Taipei+City,+Taiwan+231&ftid=0x34680228350bb1c1:0x1deb5429e458fc25",Bitandiao Bridge,58,1328,https://zh.wikipedia.org/wiki/%E7%A2%A7%E6%BD%AD%E5%90%8A%E6%A9%8B,,67.63318823439332
??????,"No. 19?, Lane 267, Wende Rd, Neihu District, Taipei City, Taiwan 114",12,792,25.0795943,121.5866026,https://maps.google.com/?cid=3621757313022251609,??????,79,1864,https://zh.wikipedia.org/wiki/%E9%83%AD%E5%AD%90%E5%84%80%E7%B4%80%E5%BF%B5%E5%A0%82,,67.56343486188007
??????,"No. 19?, Lane 267, Wende Rd, Neihu District, Taipei City, Taiwan 114",12,792,25.0795943,121.5866026,https://maps.google.com/?cid=3621757313022251609,??????,79,1864,https://zh.wikipedia.org/wiki/%E9%83%AD%E5%AD%90%E5%84%80%E7%B4%80%E5%BF%B5%E5%A0%82,,67.56343486188007
???? (???),"No. 482, Gonghe Rd, East District, Chiayi City, Taiwan 600",14,777,23.4876725,120.4546327,https://maps.google.com/?cid=10774591968156093645,North Gate Station,86,1415,https://zh.wikipedia.org/wiki/%E5%8C%97%E9%96%80%E8%BB%8A%E7%AB%99_(%E5%98%89%E7%BE%A9%E5%B8%82),,67.55353321353405
??????,"251, Taiwan, New Taipei City, Tamsui District, ????42?7?",9,777,25.1644287,121.4464525,https://maps.google.com/?cid=13340644808878049782,??????,79,1573,https://zh.wikipedia.org/wiki/%E6%B7%A1%E6%B0%B4%E6%B0%B4%E4%B8%8A%E6%A9%9F%E5%A0%B4,,67.00660009723786
??? (???),Taiwan,9,734,22.974878,120.200019,https://maps.google.com/?cid=9950626712979049494,???,47,1623,https://zh.wikipedia.org/wiki/%E6%B0%B4%E4%BA%A4%E7%A4%BE_(%E8%87%BA%E5%8D%97%E5%B8%82),,66.09038948907299
??????,"No. 24, Wanxing Rd, Wanluan Township, Pingtung County, Taiwan 923",15,708,22.595081,120.611233,https://maps.google.com/?cid=14191428232221270446,??????,57,996,https://zh.wikipedia.org/wiki/%E8%90%AC%E9%87%91%E8%81%96%E6%AF%8D%E8%81%96%E6%AE%BF,,66.04670747535447
??????,"No. 24, Wanxing Rd, Wanluan Township, Pingtung County, Taiwan 923",15,708,22.595081,120.611233,https://maps.google.com/?cid=14191428232221270446,??????,57,996,https://zh.wikipedia.org/wiki/%E8%90%AC%E9%87%91%E8%81%96%E6%AF%8D%E8%81%96%E6%AE%BF,,66.04670747535447
????,"No. 114, Section 1, Zhongxiao W Rd, Zhongzheng District, Taipei City, Taiwan 100",16,761,25.0473404,121.511431,https://maps.google.com/?cid=10284236378171861632,Taipei Post Office,75,1758,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E9%83%B5%E5%B1%80,,65.9065490380653
????,"No. 114, Section 1, Zhongxiao W Rd, Zhongzheng District, Taipei City, Taiwan 100",16,761,25.0473404,121.511431,https://maps.google.com/?cid=10284236378171861632,Taipei Post Office,75,1758,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E9%83%B5%E5%B1%80,,65.9065490380653
??????,"333, Taiwan, Taoyuan City, Guishan District, Lane 6, Section 2, Wanshou Rd, 111??",10,730,25.003369,121.366006,https://maps.google.com/?cid=16979218902950137403,??????,62,1288,https://zh.wikipedia.org/wiki/%E5%A3%BD%E5%B1%B1%E5%B7%96%E8%A7%80%E9%9F%B3%E5%AF%BA,,65.556457477473
?????,"Da?an District, Taipei City, Taiwan",23,894,25.0261583,121.5427093,"https://maps.google.com/?q=Da%E2%80%99an+District,+Taipei+City,+Taiwan&ftid=0x3442aa2c1969f84d:0x6ea0b5cbf2d9955d",Da?an District,314,4155,https://zh.wikipedia.org/wiki/%E5%A4%A7%E5%AE%89%E5%8D%80_(%E8%87%BA%E5%8C%97%E5%B8%82),"{'southwest': {'lat': 25.0071971, 'lng': 121.5217223}, 'northeast': {'lat': 25.0454177, 'lng': 121.5659695}}",65.12108509048117
????,"Da?an District, Taipei City, Taiwan",23,894,25.0261583,121.5427093,"https://maps.google.com/?q=Da%E2%80%99an+District,+Taipei+City,+Taiwan&ftid=0x3442aa2c1969f84d:0x6ea0b5cbf2d9955d",Da?an District,314,4155,https://zh.wikipedia.org/wiki/%E5%A4%A7%E5%AE%89%E5%8D%80_(%E8%87%BA%E5%8C%97%E5%B8%82),"{'southwest': {'lat': 25.0071971, 'lng': 121.5217223}, 'northeast': {'lat': 25.0454177, 'lng': 121.5659695}}",65.12108509048117
?????,"No. 167?, Zhongshan Rd, Fenyuan Township, Changhua County, Taiwan 502",15,668,24.0029309,120.627025,https://maps.google.com/?cid=16341401348658061942,????????,42,915,https://zh.wikipedia.org/wiki/%E8%8A%AC%E5%9C%92%E5%AF%B6%E8%97%8F%E5%AF%BA,,64.6989000877927
????,"Zhongzheng District, Taipei City, Taiwan 100",12,718,25.0379915,121.5119273,https://maps.google.com/?cid=17692584272596075583,????,66,1421,https://zh.wikipedia.org/wiki/%E5%8F%B8%E6%B3%95%E5%A4%A7%E5%BB%88,,63.76230324470838
????????????,"No. 44, Huazhong St, Qishan District, Taiwan 842",12,664,22.8882925,120.4811477,https://maps.google.com/?cid=5570091623846429188,Gaoxiongshiqishanquqishan Elementary School,41,1038,https://zh.wikipedia.org/wiki/%E9%AB%98%E9%9B%84%E5%B8%82%E6%97%97%E5%B1%B1%E5%8D%80%E6%97%97%E5%B1%B1%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8,,63.42282598115646
???????,"Da?an District, Taipei City, Taiwan 106",13,829,25.0424145,121.5458313,https://maps.google.com/?cid=9901479540726530471,Liugongzhen Park,173,3671,https://zh.wikipedia.org/wiki/%E7%91%A0%E5%85%AC%E5%9C%B3,,63.01682507215761
???,"No. 110?, Fuzhong Rd, Banqiao District, New Taipei City, Taiwan 220",15,652,25.0096054,121.4557559,https://maps.google.com/?cid=1350320437904489795,????,54,873,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E5%BA%9C,,61.983550165266465
????,"900, Taiwan, Pingtung County, Pingtung City, ?????????61?",9,705,22.674764,120.484803,https://maps.google.com/?cid=6515919165975296221,?????,64,1586,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E6%97%8F%E7%BE%A4,,61.936942631575974
????,"No. 174-176, Section 1, Zhonghua Rd, Wanhua District, Taipei City, Taiwan 108",23,655,25.03995,121.507121,https://maps.google.com/?cid=9163927917980747015,????,64,908,https://zh.wikipedia.org/wiki/%E8%A5%BF%E6%9C%AC%E9%A1%98%E5%AF%BA_(%E8%87%BA%E5%8C%97%E5%B8%82),,61.80420440427628
???? (???),"No. 174-176, Section 1, Zhonghua Rd, Wanhua District, Taipei City, Taiwan 108",23,655,25.03995,121.507121,https://maps.google.com/?cid=9163927917980747015,????,64,908,https://zh.wikipedia.org/wiki/%E8%A5%BF%E6%9C%AC%E9%A1%98%E5%AF%BA_(%E8%87%BA%E5%8C%97%E5%B8%82),,61.80420440427628
?????,"Anle District, Keelung City, Taiwan 204",12,661,25.157867,121.7099789,https://maps.google.com/?cid=4426827907720398097,????????,51,1150,https://zh.wikipedia.org/wiki/%E5%A4%A7%E6%AD%A6%E5%B4%99%E7%A0%B2%E8%87%BA,,61.296929055258445
?????,"Anle District, Keelung City, Taiwan 204",12,661,25.157867,121.7099789,https://maps.google.com/?cid=4426827907720398097,????????,51,1150,https://zh.wikipedia.org/wiki/%E5%A4%A7%E6%AD%A6%E5%B4%99%E7%A0%B2%E8%87%BA,,61.296929055258445
???,"Hengchun Township, Pingtung County, Taiwan 946",15,819,21.97733729999999,120.7464897,"https://maps.google.com/?q=Hengchun+Township,+Pingtung+County,+Taiwan+946&ftid=0x3471b1150c1e7753:0x565d42ec2827001b",Hengchun Township,230,3757,https://zh.wikipedia.org/wiki/%E6%81%86%E6%98%A5%E9%8E%AE,"{'southwest': {'lat': 21.8968209, 'lng': 120.6905988}, 'northeast': {'lat': 22.0628079, 'lng': 120.8663224}}",61.011940737318355
???,"Xiangfang, Harbin, Heilongjiang, China",11,661,45.65145599999999,126.691228,https://maps.google.com/?cid=1594334304500842973,??????????,54,1272,https://zh.wikipedia.org/wiki/%E5%B0%88%E8%B3%A3%E5%B1%80,,60.337622450163856
????,"No. 45-14?, Zhongxiao Rd, Madou District, Tainan City, Taiwan 721",9,597,23.185117,120.25583,https://maps.google.com/?cid=7410683428702788716,?????,30,908,https://zh.wikipedia.org/wiki/%E9%BA%BB%E8%B1%86%E7%B3%96%E5%BB%A0,,59.339383687644855
???????,"Taiwan Education Association Building, Zhongzheng District, Taipei City, Taiwan 100",10,641,25.031349,121.5141169,https://maps.google.com/?q=Taiwan+Education+Association+Building&ftid=0x3442a9989fd1f8b7:0xa574063e4c3b2321,Taiwan Education Association Building,57,1026,https://zh.wikipedia.org/wiki/%E5%8E%9F%E8%87%BA%E7%81%A3%E6%95%99%E8%82%B2%E6%9C%83%E9%A4%A8,"{'southwest': {'lat': 25.0312376, 'lng': 121.5138166}, 'northeast': {'lat': 25.0316356, 'lng': 121.5143974}}",59.308661651185716
?????,"Taipei City, Taiwan",12,621,25.0329636,121.5654268,"https://maps.google.com/?q=Taipei+City,+Taiwan&ftid=0x3442ac6b61dbbd8b:0xbcd1baad5c06a482",Taipei City,45,988,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%B8%82%E5%BD%B9%E6%89%80,"{'southwest': {'lat': 24.9605084, 'lng': 121.4605562}, 'northeast': {'lat': 25.2103038, 'lng': 121.6659421}}",59.14591511571204
?????,"880, Taiwan, Penghu County, Magong City, ???1?",16,694,23.564694,119.564039,https://maps.google.com/?cid=8689713124882381801,?????,95,1814,https://zh.wikipedia.org/wiki/%E6%BE%8E%E6%B9%96%E5%A4%A9%E5%90%8E%E5%AE%AE,,58.88614034551771
?????,"4 Chome-1 Mizusawaku ?temachi, ?sh?-shi, Iwate-ken 023-0053, Japan",12,739,39.14500810000001,141.1404592,https://maps.google.com/?cid=3779474685068867420,???????,122,2838,https://zh.wikipedia.org/wiki/%E5%BE%8C%E8%97%A4%E6%96%B0%E5%B9%B3,,58.87944388824311
????,"823, Taiwan, ????????",6,650,22.895451,120.398566,"https://maps.google.com/?q=823,+Taiwan,+%E9%AB%98%E9%9B%84%E5%B8%82%E7%94%B0%E5%AF%AE%E5%8D%80%E6%B0%B4%E5%BA%AB&ftid=0x346e6cf87cc6374d:0xae3343ad6b2107f6",??,59,1209,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E6%B0%B4%E5%BA%AB,"{'southwest': {'lat': 22.8851717, 'lng': 120.3825586}, 'northeast': {'lat': 22.9057295, 'lng': 120.4145734}}",58.70200754706091
????????,"No. 342?, Section 2, Neihu Rd, Neihu District, Taipei City, Taiwan 114",14,625,25.081816,121.589839,https://maps.google.com/?cid=14376395878026028077,????????,56,982,https://zh.wikipedia.org/wiki/%E5%85%A7%E6%B9%96%E5%BA%84%E5%BD%B9%E5%A0%B4%E6%9C%83%E8%AD%B0%E5%AE%A4,,58.54359478132842
????,"No. 1, Xianfu Rd, Taoyuan District, Taoyuan City, Taiwan 33001",8,625,24.993416,121.301025,https://maps.google.com/?cid=13813769695153633416,Taoyuan City Government,54,1000,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E6%94%BF%E5%BA%9C,,58.090772027187
?????,"Zhongzheng Rd, Zhongzheng District, Keelung City, Taiwan 202",8,669,25.1376652,121.7574164,https://maps.google.com/?cid=6274722242844313520,?????,73,1696,https://zh.wikipedia.org/wiki/%E4%BA%8C%E6%B2%99%E7%81%A3%E7%A0%B2%E8%87%BA,,57.73254898366876
?????,"Zhongzheng Rd, Zhongzheng District, Keelung City, Taiwan 202",8,669,25.1376652,121.7574164,https://maps.google.com/?cid=6274722242844313520,?????,73,1696,https://zh.wikipedia.org/wiki/%E4%BA%8C%E6%B2%99%E7%81%A3%E7%A0%B2%E8%87%BA,,57.73254898366876
????,"Zhongzheng Rd, Zhongzheng District, Keelung City, Taiwan 202",8,669,25.1376652,121.7574164,https://maps.google.com/?cid=6274722242844313520,?????,73,1696,https://zh.wikipedia.org/wiki/%E4%BA%8C%E6%B2%99%E7%81%A3%E7%A0%B2%E8%87%BA,,57.73254898366876
??????????,"No. 2?, Section 2, Chongqing S Rd, Zhongzheng District, Taipei City, Taiwan 100",13,606,25.03493690000001,121.512192,https://maps.google.com/?cid=7440237295663575967,????,47,1092,https://zh.wikipedia.org/wiki/%E5%A4%A7%E5%90%8C%E4%B9%8B%E5%AE%B6%EF%BC%88%E5%90%AB%E7%B6%B2%E7%90%83%E5%A0%B4%EF%BC%89,,57.072185323488455
???,"No. 2, Alley 14, Lane 230, Section 3, Tingzhou Rd, Zhongzheng District, Taipei City, Taiwan 100",12,650,25.0107535,121.5321903,https://maps.google.com/?cid=1338300793919059117,"Treasure Hill, Taipei Artist Village",76,1611,https://zh.wikipedia.org/wiki/%E5%AF%B6%E8%97%8F%E5%B7%96,,56.50709152256086
?????,"Gongliao District, New Taipei City, Taiwan 228",8,611,25.0040537,121.9582807,https://maps.google.com/?cid=4979441923369923321,?????,43,1353,https://zh.wikipedia.org/wiki/%E8%88%8A%E8%8D%89%E5%B6%BA%E9%9A%A7%E9%81%93,,56.42003617182157
??????????,"No. 1?, Section 1, Minzu Rd, East District, Tainan City, Taiwan 701",16,831,22.994234,120.215912,https://maps.google.com/?cid=8634511625219160022,National Tainan First Senior High School,450,7475,https://zh.wikipedia.org/wiki/%E5%9C%8B%E7%AB%8B%E8%87%BA%E5%8D%97%E7%AC%AC%E4%B8%80%E9%AB%98%E7%B4%9A%E4%B8%AD%E5%AD%B8,,56.3593322683072
???????,"No. 26, Yanping S Rd, Zhongzheng District, Taipei City, Taiwan 100",8,643,25.046712,121.510806,https://maps.google.com/?cid=2379220359607096113,???????,60,1797,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E6%92%AB%E8%87%BA%E8%A1%97%E6%B4%8B%E6%A8%93,,56.17774663678866
???????,"No. 26, Yanping S Rd, Zhongzheng District, Taipei City, Taiwan 100",8,643,25.046712,121.510806,https://maps.google.com/?cid=2379220359607096113,???????,60,1797,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E6%92%AB%E8%87%BA%E8%A1%97%E6%B4%8B%E6%A8%93,,56.17774663678866
???????,"No. 66, Taitang St, Pingtung City, Pingtung County, Taiwan 900",11,539,22.6615296,120.4929882,https://maps.google.com/?cid=14063051523004209905,??????,34,652,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%B3%96%E5%B1%8F%E6%9D%B1%E7%B8%BD%E5%BB%A0,,54.96479457339494
????,"Banqiao District, New Taipei City, Taiwan 220",10,696,25.0276728,121.4804113,https://maps.google.com/?cid=9258460519107259710,Yinyue Park,174,2456,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E9%9F%B3%E6%A8%82,,54.45285277085592
???????,"No. 208, Zhongzheng Rd, Taoyuan District, Taoyuan City, Taiwan 330",13,560,24.9946797,121.3110164,https://maps.google.com/?cid=4147780182156509096,Jingfu Temple,49,785,https://zh.wikipedia.org/wiki/%E6%A1%83%E5%9C%92%E6%99%AF%E7%A6%8F%E5%AE%AE,,54.2741920000616
???????,"No. 208, Zhongzheng Rd, Taoyuan District, Taoyuan City, Taiwan 330",13,560,24.9946797,121.3110164,https://maps.google.com/?cid=4147780182156509096,Jingfu Temple,49,785,https://zh.wikipedia.org/wiki/%E6%A1%83%E5%9C%92%E6%99%AF%E7%A6%8F%E5%AE%AE,,54.2741920000616
???????,"No. 208, Zhongzheng Rd, Taoyuan District, Taoyuan City, Taiwan 330",13,560,24.9946797,121.3110164,https://maps.google.com/?cid=4147780182156509096,Jingfu Temple,49,785,https://zh.wikipedia.org/wiki/%E6%A1%83%E5%9C%92%E6%99%AF%E7%A6%8F%E5%AE%AE,,54.2741920000616
