,address,historical_description_count,historical_word_count,lat,lng,map_url,name,total_description_count,total_word_count,url,viewport,0
??????,"327, Taiwan, Taoyuan City, Xinwu District, ?????????110?9?",10,384,24.97619419999999,121.1044425,https://maps.google.com/?cid=718869385225931947,??????,59,957,https://zh.wikipedia.org/wiki/%E6%96%B0%E5%B1%8B%E8%8C%83%E5%A7%9C%E7%A5%96%E5%A0%82,,36.01021172164994
??????,"722, Taiwan, Tainan City, Jiali District, ???325?",6,350,23.1908706,120.1885515,https://maps.google.com/?cid=4649800012255866627,??????,37,730,https://zh.wikipedia.org/wiki/%E4%BD%B3%E9%87%8C%E8%88%88%E9%9C%87%E8%88%88%E5%AE%AE,,34.888407504097415
?????,"722, Taiwan, Tainan City, Jiali District, ???325?",6,350,23.1908706,120.1885515,https://maps.google.com/?cid=4649800012255866627,??????,37,730,https://zh.wikipedia.org/wiki/%E4%BD%B3%E9%87%8C%E8%88%88%E9%9C%87%E8%88%88%E5%AE%AE,,34.888407504097415
?????,"Zhongzheng District, Taipei City, Taiwan 100",9,370,25.0431309,121.515557,https://maps.google.com/?cid=12291303328056802584,?????,52,1052,https://zh.wikipedia.org/wiki/%E9%BB%83%E6%B0%8F%E7%AF%80%E5%AD%9D%E5%9D%8A,,34.7397521500468
?????,"No. 9, Ximen St, Banqiao District, New Taipei City, Taiwan 220",8,460,25.0111198,121.4545984,https://maps.google.com/?cid=13299685000221513074,The Lin Family Mansion and Garden,200,3652,https://zh.wikipedia.org/wiki/%E6%9E%97%E6%9C%AC%E6%BA%90%E5%9C%92%E9%82%B8,,34.66320648714959
????,"No. 1, Sanmin St, Yuanlin City, Changhua County, Taiwan 510",7,321,23.958364,120.574773,https://maps.google.com/?cid=15354069975608600630,????,27,478,https://zh.wikipedia.org/wiki/%E8%88%88%E8%B3%A2%E6%9B%B8%E9%99%A2,,34.65234967357746
?????,"81347, Taiwan, Kaohsiung City, Zuoying District, ?? ? 158-1 ?",6,424,22.68021,120.290118,https://maps.google.com/?cid=15696468549321562867,?????,118,2656,https://zh.wikipedia.org/wiki/%E9%B3%B3%E5%B1%B1%E7%B8%A3%E8%88%8A%E5%9F%8E,,33.977963426504495
??? (???),"Zhongzheng Rd, Beipu Township, Hsinchu County, Taiwan 314",7,328,24.700464,121.058036,https://maps.google.com/?cid=6452819172613857538,Beipu Tienshuei Hall,30,639,https://zh.wikipedia.org/wiki/%E5%A4%A9%E6%B0%B4%E5%A0%82_(%E6%96%B0%E7%AB%B9%E7%B8%A3),,33.97186293885178
?????,"Magong City, Penghu County, Taiwan 880",5,343,23.56620299999999,119.566262,https://maps.google.com/?cid=7642518187277375138,?????,38,741,https://zh.wikipedia.org/wiki/%E5%AA%BD%E5%AE%AE%E5%9F%8E%E9%9A%8D%E5%BB%9F,,33.96584376296772
??????????,"No. 54?, Guanqian Rd, Zhongzheng District, Taipei City, Taiwan 100",5,336,25.0435949,121.514849,https://maps.google.com/?cid=5709173121060853441,Mitsui old buildings,31,769,https://zh.wikipedia.org/wiki/%E4%B8%89%E4%BA%95%E7%89%A9%E7%94%A2%E6%A0%AA%E5%BC%8F%E6%9C%83%E7%A4%BE%E8%88%8A%E5%BB%88,,33.83245909134384
????,"No. 99, Minquan Rd, West District, Taichung City, Taiwan 403",5,357,24.138558,120.678483,https://maps.google.com/?cid=9916931545951903835,Taichung City Hall,53,841,https://zh.wikipedia.org/wiki/%E8%87%BA%E4%B8%AD%E5%B7%9E%E5%BB%B3,,33.81634162703883
?????????,"No. 272?, Zhongzheng 4th Rd, Yancheng District, Kaohsiung City, Taiwan 803",5,315,22.62673699999999,120.286883,https://maps.google.com/?cid=7440464235140680198,Kaohsiung Museum of History,28,508,https://zh.wikipedia.org/wiki/%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E6%AD%B7%E5%8F%B2%E5%8D%9A%E7%89%A9%E9%A4%A8,,33.46340153945297
?????,"367, Taiwan, Miaoli County, Sanyi Township, ???",5,328,24.3584432,120.7738351,https://maps.google.com/?cid=5631059357175512895,????? Broken Bridge,33,663,https://zh.wikipedia.org/wiki/%E9%AD%9A%E8%97%A4%E5%9D%AA%E6%96%B7%E6%A9%8B,,33.32238413942774
???????,"Jinhu Township, Kinmen County 891",5,340,24.447693,118.387101,https://maps.google.com/?cid=7416310324214692381,Lu Wang Ceremony Park,50,752,https://zh.wikipedia.org/wiki/%E9%AD%AF%E7%8E%8B%E5%A2%93,,32.748731054340105
??????,"Jinhu Township, Kinmen County 891",5,340,24.447693,118.387101,https://maps.google.com/?cid=7416310324214692381,Lu Wang Ceremony Park,50,752,https://zh.wikipedia.org/wiki/%E9%AD%AF%E7%8E%8B%E5%A2%93,,32.748731054340105
?????,"Jinhu Township, Kinmen County 891",5,340,24.447693,118.387101,https://maps.google.com/?cid=7416310324214692381,Lu Wang Ceremony Park,50,752,https://zh.wikipedia.org/wiki/%E9%AD%AF%E7%8E%8B%E5%A2%93,,32.748731054340105
?????,"Jinhu Township, Kinmen County 891",5,340,24.447693,118.387101,https://maps.google.com/?cid=7416310324214692381,Lu Wang Ceremony Park,50,752,https://zh.wikipedia.org/wiki/%E9%AD%AF%E7%8E%8B%E5%A2%93,,32.748731054340105
???,"Jinhu Township, Kinmen County 891",5,340,24.447693,118.387101,https://maps.google.com/?cid=7416310324214692381,Lu Wang Ceremony Park,50,752,https://zh.wikipedia.org/wiki/%E9%AD%AF%E7%8E%8B%E5%A2%93,,32.748731054340105
????????,"Jinhu Township, Kinmen County 891",5,340,24.447693,118.387101,https://maps.google.com/?cid=7416310324214692381,Lu Wang Ceremony Park,50,752,https://zh.wikipedia.org/wiki/%E9%AD%AF%E7%8E%8B%E5%A2%93,,32.748731054340105
?????,"Jinhu Township, Kinmen County 891",5,340,24.447693,118.387101,https://maps.google.com/?cid=7416310324214692381,Lu Wang Ceremony Park,50,752,https://zh.wikipedia.org/wiki/%E9%AD%AF%E7%8E%8B%E5%A2%93,,32.748731054340105
????,"No. 229, Section 2, Yongfu Rd, West Central District, Tainan City, Taiwan 700",8,420,22.99665,120.202293,https://maps.google.com/?cid=12511403035812143910,????,140,3688,https://zh.wikipedia.org/wiki/%E7%A5%80%E5%85%B8%E6%AD%A6%E5%BB%9F,,32.536438893066745
???,"No. 201?, Wufei St, West Central District, Tainan City, Taiwan 700",7,344,22.981974,120.204977,https://maps.google.com/?cid=10846070320387903374,???,56,953,https://zh.wikipedia.org/wiki/%E4%BA%94%E5%A6%83%E5%BB%9F,,32.246309343835996
????,"Chiayi County, Taiwan",4,320,23.4518428,120.2554615,"https://maps.google.com/?q=Chiayi+County,+Taiwan&ftid=0x346eeb57bfbbaa51:0x97e5ee9d562a7635",Chiayi County,40,614,https://zh.wikipedia.org/wiki/%E5%98%89%E7%BE%A9%E7%A5%9E%E7%A4%BE,"{'southwest': {'lat': 23.2147999, 'lng': 120.117441}, 'northeast': {'lat': 23.6359267, 'lng': 120.9576494}}",32.05104621426012
?????,"No. 218?, Xinzhuang Rd, Xinzhuang District, New Taipei City, Taiwan 242",7,325,25.0343822,121.4528834,https://maps.google.com/?cid=8332117589216607605,?????,47,751,https://zh.wikipedia.org/wiki/%E6%96%B0%E8%8E%8A%E6%85%88%E7%A5%90%E5%AE%AE,,31.704943093313393
????,"600, Taiwan, Chiayi City, West District, Zhongshan Rd, 528??",10,379,23.4791187,120.4411382,https://maps.google.com/?cid=13674306530019747914,Chiayi Station,140,1858,https://zh.wikipedia.org/wiki/%E5%98%89%E7%BE%A9%E8%BB%8A%E7%AB%99,,31.197623826174556
???????,Taiwan,5,293,25.19049399999999,121.443946,https://maps.google.com/?cid=1824685011630780980,?????,25,566,https://zh.wikipedia.org/wiki/%E5%85%AC%E5%8F%B8%E7%94%B0%E6%BA%AA%E6%A9%8B%E9%81%BA%E8%B7%A1,,31.179799991233544
???,"Lambai Island, Liuqiu Township, Pingtung County, Taiwan 929",5,302,22.34,120.37,https://maps.google.com/?q=Lambai+Island&ftid=0x3471ef8b9905a955:0xc695f3e2705e695b,Lambai Island,34,698,https://zh.wikipedia.org/wiki/%E7%90%89%E7%90%83%E5%B6%BC,"{'southwest': {'lat': 22.3296791, 'lng': 120.3539926}, 'northeast': {'lat': 22.3503201, 'lng': 120.3860074}}",30.47273547431212
???????,"10043, Taiwan, Taipei City, Zhongzheng District, ?? ?? ? ?? ?? ?? ? ? ? ?",5,311,25.036906,121.508065,https://maps.google.com/?cid=4789649488129043771,????--???(???),42,797,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%BA%9C%E5%9F%8E%E5%B0%8F%E5%8D%97%E9%96%80,,30.330591069289913
???????,"10043, Taiwan, Taipei City, Zhongzheng District, ?? ?? ? ?? ?? ?? ? ? ? ?",5,311,25.036906,121.508065,https://maps.google.com/?cid=4789649488129043771,????--???(???),42,797,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%BA%9C%E5%9F%8E%E5%B0%8F%E5%8D%97%E9%96%80,,30.330591069289913
????,"No. 140, Guangfu Rd, Changhua City, Changhua County, Taiwan 500",5,313,24.080698,120.540136,https://maps.google.com/?cid=15782590544920301594,????,55,780,https://zh.wikipedia.org/wiki/%E5%AE%9A%E5%85%89%E4%BD%9B%E5%BB%9F,,29.812610572412147
?????,"No. 135, Beimen St, North District, Hsinchu City, Taiwan 300",5,352,24.808468,120.965,https://maps.google.com/?cid=784265837055129975,?????(???),95,1766,https://zh.wikipedia.org/wiki/%E6%96%B0%E7%AB%B9%E9%95%B7%E5%92%8C%E5%AE%AE,,29.67494890677976
??????,"737, Taiwan, Tainan City, Yanshui District, ?????????7?",6,312,23.320658,120.26388,https://maps.google.com/?cid=3336990121374105263,???,51,936,https://zh.wikipedia.org/wiki/%E9%B9%BD%E6%B0%B4%E5%A4%A7%E7%9C%BE%E5%BB%9F,,29.517031445819732
????,"500, Taiwan, Changhua County, Changhua City, ??????270?2?",4,360,24.068072,120.526866,https://maps.google.com/?cid=12398689762660385691,???????????????????,82,2773,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E9%83%B5%E6%94%BF,,29.51095094313692
????,"367, Taiwan, Miaoli County, Sanyi Township, ???14???89?",8,307,24.3873462,120.7821346,https://maps.google.com/?cid=17917053017054364310,Shengxing Railway Station,63,729,https://zh.wikipedia.org/wiki/%E5%8B%9D%E8%88%88%E8%BB%8A%E7%AB%99,,29.343793251709723
???????????,"973, Taiwan, Hualien County, Ji?an Township, ?9??",4,306,23.9488613,121.5232553,https://maps.google.com/?cid=10285047859438773235,???????????,46,1164,https://zh.wikipedia.org/wiki/%E5%90%89%E5%AE%89%E6%A9%AB%E6%96%B7%E9%81%93%E8%B7%AF%E9%96%8B%E9%91%BF%E8%A8%98%E5%BF%B5%E7%A2%91,,28.47103465250727
??????,"171 Av. de Almeida Ribeiro, Macau",6,298,22.1934079,113.5397022,"https://maps.google.com/?q=171+Av.+de+Almeida+Ribeiro,+Macau&ftid=0x34017aef9b511625:0x939cc3e4c8a923f9",171 Av. de Almeida Ribeiro,54,1131,https://zh.wikipedia.org/wiki/%E5%B8%82%E9%81%93171%E8%99%9F,,27.586603616243025
???,"No. 52?, Chenghuang St, Yilan City, Yilan County, Taiwan 260",3,211,24.759407,121.751132,https://maps.google.com/?cid=4181103553188984672,???,11,223,https://zh.wikipedia.org/wiki/%E7%A2%A7%E9%9C%9E%E5%AE%AE,,27.418086069795034
??????,"602, Taiwan, Chiayi County, Fanlu Township, ??????6?",5,268,23.4623272,120.5953387,https://maps.google.com/?cid=14753989233456707606,??????,29,732,https://zh.wikipedia.org/wiki/%E5%8D%8A%E5%A4%A9%E5%B2%A9%E7%B4%AB%E9%9B%B2%E5%AF%BA,,27.401175156691217
????????,"No. 2, Section 2, Zhongyi Rd, West Central District, Tainan City, Taiwan 700",3,238,22.9896493,120.2027102,https://maps.google.com/?cid=1447587831474365865,????????,22,329,https://zh.wikipedia.org/wiki/%E5%8E%9F%E8%87%BA%E5%8D%97%E7%A5%9E%E7%A4%BE%E4%BA%8B%E5%8B%99%E6%89%80,,27.11795686608485
???? (??),"No. 27?, Alley 2, Lane 347, Section 5, Zhonghua Rd, Xiangshan District, Hsinchu City, Taiwan 300",7,286,24.76312769999999,120.9138743,https://maps.google.com/?cid=7116337164328272558,Xiangshan Station,66,749,https://zh.wikipedia.org/wiki/%E9%A6%99%E5%B1%B1%E8%BB%8A%E7%AB%99_(%E8%87%BA%E7%81%A3),,27.10856094255232
????,"10051, No. 2-2, Section 1, Jinan Rd, Zhongzheng District, Taipei City, Taiwan 100",6,266,25.0428893,121.520176,https://maps.google.com/?cid=5458630268775368970,"Bureau of Consular Affairs, Ministry of Foreign Affairs",38,653,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E5%A4%96%E4%BA%A4,,26.879692740564916
?????,"No. 41?, Section 2, Changping Rd, Beitun District, Taichung City, Taiwan 406",7,257,24.19094209999999,120.6847361,https://maps.google.com/?cid=15001499737467867730,?????,37,518,https://zh.wikipedia.org/wiki/%E5%8C%97%E5%B1%AF%E6%96%87%E6%98%8C%E5%BB%9F,,26.772422726101226
????,"No. 178?, Zhongshan Rd, Beigang Township, Yunlin County, Taiwan 651",4,321,23.567806,120.304645,https://maps.google.com/?cid=8826082841404551118,????-?????,129,1520,https://zh.wikipedia.org/wiki/%E5%9C%8B%E5%AE%9A%E5%8F%A4%E8%B9%9F,,26.66934067272754
??????????,"No. 178?, Zhongshan Rd, Beigang Township, Yunlin County, Taiwan 651",4,321,23.567806,120.304645,https://maps.google.com/?cid=8826082841404551118,????-?????,129,1520,https://zh.wikipedia.org/wiki/%E5%9C%8B%E5%AE%9A%E5%8F%A4%E8%B9%9F,,26.66934067272754
????,Taiwan,6,285,22.932952,120.231635,https://maps.google.com/?cid=9597779153111491652,Bao'an Station,70,844,https://zh.wikipedia.org/wiki/%E4%BF%9D%E5%AE%89%E8%BB%8A%E7%AB%99,,26.486696122001494
????,"No. 1?, Lane 205, Xi'an St, Xitun District, Taichung City, Taiwan 407",2,264,24.1823112,120.6456233,https://maps.google.com/?cid=14973500130888648823,??????,41,567,https://zh.wikipedia.org/wiki/%E5%BC%B5%E5%BB%96%E5%AE%B6%E5%BB%9F,,26.4573120901032
?????,"No. 116?, Zhongyang Rd, East District, Hsinchu City, Taiwan 300",3,271,24.8063443,120.9700838,https://maps.google.com/?cid=15324492411014969422,Hsinchu City Art Gallery & Reclamation Hall,42,767,https://zh.wikipedia.org/wiki/%E6%96%B0%E7%AB%B9%E5%B8%82%E7%BE%8E%E8%A1%93%E9%A4%A8%E6%9A%A8%E9%96%8B%E6%8B%93%E9%A4%A8,,26.396519370487702
????????,"No. 77?, Section 1, Zhongyang S Rd, Beitou District, Taipei City, Taiwan 112",6,236,25.1313119,121.5013699,https://maps.google.com/?cid=8024123623692081553,????????,23,421,https://zh.wikipedia.org/wiki/%E9%95%B7%E8%80%81%E6%95%99%E6%9C%83%E5%8C%97%E6%8A%95%E6%95%99%E5%A0%82,,26.367035310351557
????,"No. 200, Section 3, Chenggong Rd, Taoyuan District, Taoyuan City, Taiwan 330",4,251,25.0062905,121.3252836,https://maps.google.com/?cid=1586829692651451427,Taoyuan Shrine,32,536,https://zh.wikipedia.org/wiki/%E6%A1%83%E5%9C%92%E7%A5%9E%E7%A4%BE,,26.15419470511071
????,Taiwan,7,264,25.02388,121.723722,https://maps.google.com/?cid=1512093383638574895,Jingtong Station,62,584,https://zh.wikipedia.org/wiki/%E8%8F%81%E6%A1%90%E8%BB%8A%E7%AB%99,,25.81681308128279
?????,"Zhongzheng District, Taipei City, Taiwan 100",6,277,25.0411423,121.5141759,https://maps.google.com/?cid=11843913903717901740,??????,52,1140,https://zh.wikipedia.org/wiki/%E6%80%A5%E5%85%AC%E5%A5%BD%E7%BE%A9%E5%9D%8A,,25.750618565869992
????,"No. 120, Zhongzheng Rd, North District, Hsinchu City, Taiwan 300",3,250,24.806631,120.968632,https://maps.google.com/?cid=12363209981762748218,Hsinchu State Office,35,535,https://zh.wikipedia.org/wiki/%E6%96%B0%E7%AB%B9%E5%B7%9E%E5%BB%B3,,25.717616000206373
?????????????,"No. 18, Lane 21, Fudong St, East District, Tainan City, Taiwan 701",5,232,22.9848639,120.2198904,https://maps.google.com/?cid=4905058736846329707,?????????????(????),25,418,https://zh.wikipedia.org/wiki/%E5%8E%9F%E8%87%BA%E5%8D%97%E5%B7%9E%E7%AB%8B%E8%BE%B2%E4%BA%8B%E8%A9%A6%E9%A9%97%E5%A0%B4%E5%AE%BF%E8%88%8D%E7%BE%A4,,25.609558114980878
??????,"500, Taiwan, Changhua County, Changhua City, ?????????228?",5,258,24.07960199999999,120.538461,https://maps.google.com/?cid=18384831424837563765,??????,35,838,https://zh.wikipedia.org/wiki/%E5%BD%B0%E5%8C%96%E9%90%B5%E8%B7%AF%E9%86%AB%E9%99%A2,,25.56782403608245
???????,"No. 100, Section 3, Ximen Rd, North District, Tainan City, Taiwan 704",5,276,23.00138,120.202986,https://maps.google.com/?cid=7344796252226309278,???????,54,1208,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8D%97%E4%B8%89%E5%B1%B1%E5%9C%8B%E7%8E%8B%E5%BB%9F,,25.34795840459594
???????,"No. 100, Section 3, Ximen Rd, North District, Tainan City, Taiwan 704",5,276,23.00138,120.202986,https://maps.google.com/?cid=7344796252226309278,???????,54,1208,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8D%97%E4%B8%89%E5%B1%B1%E5%9C%8B%E7%8E%8B%E5%BB%9F,,25.34795840459594
?????,"No. 340?, Xinzhuang Rd, Xinzhuang District, New Taipei City, Taiwan 242",7,269,25.03362319999999,121.4501681,https://maps.google.com/?cid=862564105281032633,?????,55,1053,https://zh.wikipedia.org/wiki/%E6%96%B0%E8%8E%8A%E6%AD%A6%E8%81%96%E5%BB%9F,,25.167024015576008
?????,"No. 59, Dongmen St, East District, Hsinchu City, Taiwan 300",4,234,24.8039708,120.9722814,https://maps.google.com/?cid=9553965111613100745,?????,26,579,https://zh.wikipedia.org/wiki/%E6%96%B0%E7%AB%B9%E5%B0%88%E8%B3%A3%E5%B1%80,,24.741670411443227
???,"No. 59, Beimen St, North District, Hsinchu City, Taiwan 300",5,204,24.806285,120.965649,https://maps.google.com/?cid=299490717668658257,?????,18,265,https://zh.wikipedia.org/wiki/%E5%91%A8%E7%9B%8A%E8%A8%98,,24.675028738463137
????,"No. 1001, Daxue Rd, East District, Hsinchu City, Taiwan 300",6,318,24.7859146,120.996735,https://maps.google.com/?cid=7373825810986753486,National Chiao Tung University Kuang-Fu Campus,178,3257,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E4%BA%A4%E9%80%9A,,24.41534046919492
?????,"No. 58, Zhongzheng Rd, Erlin Township, Changhua County, Taiwan 526",4,239,23.89912859999999,120.3680854,https://maps.google.com/?cid=2570783589523178325,???,42,520,https://zh.wikipedia.org/wiki/%E4%BA%8C%E6%9E%97%E4%BB%81%E5%92%8C%E5%AE%AE,,24.32067639362408
???,"Guoxing Township, Nantou County, Taiwan 544",4,281,24.0564429,120.8728615,"https://maps.google.com/?q=Guoxing+Township,+Nantou+County,+Taiwan+544&ftid=0x34692714131ac913:0x9aedc8d910d33299",Guoxing Township,98,1292,https://zh.wikipedia.org/wiki/%E5%9C%8B%E5%A7%93%E9%84%89,"{'southwest': {'lat': 23.892625, 'lng': 120.7797546}, 'northeast': {'lat': 24.1278597, 'lng': 120.9570907}}",24.25756083036265
?????,"7?, Jieshou Rd, Magong City, Penghu County, Taiwan 880",5,232,23.5674696,119.5621906,https://maps.google.com/?cid=13132655446170862177,?????,31,574,https://zh.wikipedia.org/wiki/%E6%BE%8E%E6%B9%96%E8%A7%80%E9%9F%B3%E4%BA%AD,,24.216745139531927
?????,"7?, Jieshou Rd, Magong City, Penghu County, Taiwan 880",5,232,23.5674696,119.5621906,https://maps.google.com/?cid=13132655446170862177,?????,31,574,https://zh.wikipedia.org/wiki/%E6%BE%8E%E6%B9%96%E8%A7%80%E9%9F%B3%E4%BA%AD,,24.216745139531927
???,"228, Taiwan, New Taipei City, Gongliao District, ???106?",4,202,25.05088539999999,121.9248694,https://maps.google.com/?cid=266380392080080441,???,19,285,https://zh.wikipedia.org/wiki/%E5%90%B3%E6%B2%99%E5%A2%93,,23.962047394093425
???????,"Lane 136, Section 1, Huanshan Rd, Neihu District, Taipei City, Taiwan 114",5,256,25.088794,121.56781,https://maps.google.com/?cid=500313564074500617,???????,48,1127,https://zh.wikipedia.org/wiki/%E5%85%A7%E6%B9%96%E6%B8%85%E4%BB%A3%E6%8E%A1%E7%9F%B3%E5%A0%B4,,23.948215644832352
?????,"No. 23?, Section 1, Wenhua Rd, Banqiao District, New Taipei City, Taiwan 220",3,193,25.0108422,121.4582647,https://maps.google.com/?cid=10503509471059673464,?????,13,276,https://zh.wikipedia.org/wiki/%E6%9E%8B%E6%A9%8B%E5%BB%BA%E5%AD%B8%E7%A2%91,,23.945218549718412
???,"No. 2?3?, Lane 169, Minquan Rd, Changhua City, Changhua County, Taiwan 500",5,236,24.0762528,120.5384912,https://maps.google.com/?cid=4383277671108064147,???,42,598,https://zh.wikipedia.org/wiki/%E6%87%B7%E5%BF%A0%E7%A5%A0,,23.787760964123574
????????,"No. 162?, Bo'ai Rd, Zhongzheng District, Taipei City, Taiwan 100",3,205,25.041559,121.511307,https://maps.google.com/?cid=12824791061809688968,?????????(????),20,339,https://zh.wikipedia.org/wiki/%E5%B8%9D%E5%9C%8B%E7%94%9F%E5%91%BD%E6%9C%83%E7%A4%BE%E8%88%8A%E5%BB%88,,23.578135338760713
???,"No. 19, Lane 239, Zhonghua Rd, Changhua City, Changhua County, Taiwan 500",5,257,24.07704499999999,120.53839,https://maps.google.com/?cid=1068683784564606760,???,66,1057,https://zh.wikipedia.org/wiki/%E8%81%96%E7%8E%8B%E5%BB%9F,,23.491764333870634
???,"Zhongzheng Rd, Tamsui District, New Taipei City, Taiwan 251",8,210,25.167817,121.44556,https://maps.google.com/?cid=6294279258493548486,Danshui,32,426,https://zh.wikipedia.org/wiki/%E6%B7%A1%E6%B0%B4%E6%B8%AF,,22.898738132086013
??????,"Zhongzheng Rd, Tamsui District, New Taipei City, Taiwan 251",8,210,25.167817,121.44556,https://maps.google.com/?cid=6294279258493548486,Danshui,32,426,https://zh.wikipedia.org/wiki/%E6%B7%A1%E6%B0%B4%E6%B8%AF,,22.898738132086013
?????,"No. 32, Youya Rd, Beitou District, Taipei City, Taiwan 112",1,137,25.138127,121.514714,https://maps.google.com/?cid=1425440769062223975,Museum of Bei Tou Folk,3,146,https://zh.wikipedia.org/wiki/%E5%8C%97%E6%8A%95%E6%96%87%E7%89%A9%E9%A4%A8,,22.689087984743182
????,"No. 32, Youya Rd, Beitou District, Taipei City, Taiwan 112",1,137,25.138127,121.514714,https://maps.google.com/?cid=1425440769062223975,Museum of Bei Tou Folk,3,146,https://zh.wikipedia.org/wiki/%E5%8C%97%E6%8A%95%E6%96%87%E7%89%A9%E9%A4%A8,,22.689087984743182
???,"No. 88?, Zhongxiao Rd, East District, Chiayi City, Taiwan 600",6,258,23.4788109,120.4546479,https://maps.google.com/?cid=212230432281337933,???,89,1335,https://zh.wikipedia.org/wiki/%E9%9B%99%E5%BF%A0%E5%BB%9F,,22.592443644283364
???,"No. 77, Wuguwang N St, Sanchong District, New Taipei City, Taiwan 241",5,280,25.0505126,121.4759544,https://maps.google.com/?cid=3234346922263538625,????? Xianse Temple,145,2119,https://zh.wikipedia.org/wiki/%E5%85%88%E5%97%87%E5%AE%AE,,22.55561746224105
?????,"829, Taiwan, Kaohsiung City, Hunei District, ???",4,195,22.87885099999999,120.239292,https://maps.google.com/?cid=11566353148529617291,?????,25,273,https://zh.wikipedia.org/wiki/%E6%98%8E%E5%AF%A7%E9%9D%96%E7%8E%8B%E5%A2%93,,22.541024500211254
??????,"10048, Taiwan, Taipei City, Zhongzheng District, ?? ? ?? ? ? ?? ? ? ? ?? ?? ?? ? ? ?",4,215,25.035152,121.51499,https://maps.google.com/?cid=7139895411858089644,????--??(???),35,530,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%BA%9C%E5%9F%8E%E5%8D%97%E9%96%80,,22.282761992524524
??????,"10048, Taiwan, Taipei City, Zhongzheng District, ?? ? ?? ? ? ?? ? ? ? ?? ?? ?? ? ? ?",4,215,25.035152,121.51499,https://maps.google.com/?cid=7139895411858089644,????--??(???),35,530,https://zh.wikipedia.org/wiki/%E8%87%BA%E5%8C%97%E5%BA%9C%E5%9F%8E%E5%8D%97%E9%96%80,,22.282761992524524
????,"No. 48?, Lixiong St, Gushan District, Kaohsiung City, Taiwan 804",4,203,22.62158389999999,120.2730686,https://maps.google.com/?cid=11029270520444624329,????,27,405,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E8%8C%B6%E8%97%9D,,22.258725257746015
??? (???),"No. 15, Section 2, Yangming Rd, Beitou District, Taipei City, Taiwan 112",4,246,25.1555874,121.5526499,https://maps.google.com/?cid=1667167158355095616,Chung-Shan Building,61,1273,https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%B1%B1%E6%A8%93_(%E8%87%BA%E5%8C%97%E5%B8%82),,22.202475907091728
????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",3,151,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,6,176,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E7%B8%BD%E7%9D%A3%E5%BA%9C%E4%BA%A4%E9%80%9A%E5%B1%80%E9%81%9E%E4%BF%A1%E9%83%A8,,22.11930691456091
????????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",3,151,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,6,176,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E7%B8%BD%E7%9D%A3%E5%BA%9C%E4%BA%A4%E9%80%9A%E5%B1%80%E9%81%9E%E4%BF%A1%E9%83%A8,,22.11930691456091
????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",3,151,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,6,176,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E7%B8%BD%E7%9D%A3%E5%BA%9C%E4%BA%A4%E9%80%9A%E5%B1%80%E9%81%9E%E4%BF%A1%E9%83%A8,,22.11930691456091
??????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",3,151,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,6,176,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E7%B8%BD%E7%9D%A3%E5%BA%9C%E4%BA%A4%E9%80%9A%E5%B1%80%E9%81%9E%E4%BF%A1%E9%83%A8,,22.11930691456091
????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",3,151,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,6,176,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E7%B8%BD%E7%9D%A3%E5%BA%9C%E4%BA%A4%E9%80%9A%E5%B1%80%E9%81%9E%E4%BF%A1%E9%83%A8,,22.11930691456091
